userId,movieId,ts
60,1754,2000-12-27 15:52:32
60,113,2000-12-27 15:53:10
62,932,2000-12-28 02:25:28
62,934,2000-12-28 02:25:28
62,3516,2000-12-28 02:26:06
63,1225,2001-01-21 21:08:18
63,3007,2001-01-21 21:09:03
63,1094,2001-01-21 21:09:35
64,1754,2000-12-27 04:51:13
64,3555,2000-12-27 04:51:38
65,1210,2002-05-27 02:58:30
65,2628,2002-05-27 02:58:30
66,1272,2000-12-27 03:09:39
66,2694,2000-12-27 03:10:57
67,1287,2000-12-27 03:14:55
67,909,2000-12-27 03:16:59
67,994,2000-12-27 03:16:59
68,1270,2001-06-01 06:15:09
68,3608,2001-06-01 06:15:22
68,1517,2001-06-01 06:16:15
69,321,2000-12-27 01:58:46
69,446,2000-12-27 01:59:25
70,3157,2000-12-27 00:51:27
70,3176,2000-12-27 00:51:27
70,2987,2000-12-27 00:52:02
71,1093,2000-12-27 00:13:24
71,2605,2000-12-27 00:13:51
71,3408,2000-12-27 00:13:51
72,17,2000-12-26 22:24:45
72,1187,2000-12-26 22:24:45
72,150,2000-12-26 22:25:11
73,47,2001-02-08 04:11:30
73,3052,2001-02-08 04:13:14
74,50,2001-06-23 23:30:24
74,1066,2001-06-23 23:30:24
74,123,2001-06-23 23:35:49
75,2694,2001-01-06 03:04:11
75,1911,2001-01-06 03:05:03
75,3408,2001-01-06 03:05:35
76,3317,2001-05-05 19:53:29
76,3408,2001-05-05 19:53:29
78,144,2001-01-04 01:22:51
78,1441,2001-01-04 01:22:51
79,3044,2000-12-26 04:43:41
79,350,2000-12-26 04:46:16
79,1597,2000-12-26 04:46:16
80,1917,2000-12-26 00:07:44
80,1416,2000-12-26 00:10:39
80,1588,2000-12-26 00:10:39
81,330,2000-12-25 23:24:13
81,1258,2000-12-25 23:24:13
81,2971,2000-12-25 23:24:13
82,50,2001-01-06 21:34:42
82,628,2001-01-06 21:35:06
82,47,2001-01-06 21:36:39
84,527,2000-12-25 04:15:23
84,750,2000-12-25 04:15:23
86,236,2001-01-29 21:58:20
86,920,2001-01-29 21:58:48
86,3005,2001-02-28 00:23:20
88,1961,2000-12-24 22:23:38
88,2915,2000-12-24 22:23:38
88,3072,2000-12-24 22:23:38
90,3863,2001-07-01 02:34:45
90,3879,2001-07-01 02:34:45
90,3826,2001-07-01 02:35:57
91,898,2000-12-24 14:04:02
91,969,2000-12-24 14:04:02
91,912,2000-12-24 14:04:35
94,1261,2000-12-24 03:31:40
94,1321,2000-12-24 03:31:40
94,1349,2000-12-24 03:31:40
95,1393,2000-12-24 03:42:52
95,1249,2000-12-24 03:43:41
96,3753,2001-01-27 03:02:29
96,3916,2001-01-27 03:02:29
97,2186,2000-12-24 01:53:12
97,3035,2000-12-24 01:53:12
97,3871,2000-12-24 01:53:12
98,3821,2000-12-24 01:00:40
98,527,2000-12-24 01:03:17
98,593,2000-12-24 01:03:17
99,3317,2001-07-05 17:29:36
99,3948,2001-07-05 17:30:59
100,608,2000-12-23 18:08:52
100,1213,2000-12-23 18:08:52
101,360,2000-12-23 13:46:11
101,2642,2000-12-23 13:46:32
101,2412,2000-12-23 13:46:54
103,172,2000-12-23 07:18:34
103,546,2000-12-23 07:19:08
104,2038,2002-03-13 21:42:00
104,2285,2002-03-13 21:42:28
105,163,2000-12-23 04:06:03
105,861,2000-12-23 04:06:03
105,2115,2000-12-23 04:06:03
106,1183,2000-12-23 01:52:10
106,377,2000-12-23 01:52:44
106,1357,2000-12-23 01:52:44
107,1674,2000-12-23 01:26:19
107,1925,2000-12-23 01:26:19
107,2852,2000-12-23 01:26:19
108,3948,2000-12-22 23:28:13
108,1449,2000-12-22 23:30:57
109,2135,2000-12-22 23:37:29
109,2080,2000-12-22 23:37:40
109,1035,2000-12-22 23:37:55
111,16,2000-12-22 19:23:04
111,1643,2000-12-22 19:23:15
111,1042,2000-12-22 19:24:52
112,1179,2000-12-22 18:12:11
112,1344,2000-12-22 18:12:11
112,3334,2000-12-22 18:12:11
113,3821,2000-12-22 17:46:59
113,3285,2000-12-22 17:48:02
114,594,2001-01-24 22:05:30
114,900,2001-01-24 22:05:30
114,914,2001-01-24 22:05:30
116,3918,2001-08-10 13:05:56
116,157,2001-08-10 13:06:16
117,996,2000-12-22 18:14:15
117,2478,2000-12-22 18:14:15
117,2193,2000-12-22 18:28:06
118,2194,2000-12-22 16:35:08
118,1246,2000-12-22 16:35:29
118,2917,2000-12-22 16:35:29
119,2628,2000-12-23 18:57:00
119,8,2000-12-23 18:57:22
119,2995,2000-12-27 05:24:48
120,994,2000-12-30 04:17:06
120,1394,2000-12-30 04:17:06
120,1208,2000-12-30 04:18:29
121,674,2000-12-22 04:26:40
121,3934,2000-12-22 04:26:40
121,1,2000-12-22 04:28:42
124,1094,2001-03-04 17:30:53
124,34,2001-03-04 17:31:28
124,1179,2001-03-04 17:31:28
125,592,2000-12-22 00:44:42
125,2427,2000-12-22 00:44:42
125,3702,2000-12-22 00:44:42
126,969,2000-12-22 00:34:45
126,911,2000-12-22 00:35:06
126,342,2000-12-22 00:35:31
127,1252,2002-06-03 02:15:28
127,111,2002-06-03 02:15:42
127,1214,2002-06-03 02:16:03
128,3751,2000-12-21 21:33:37
128,480,2000-12-21 21:34:32
128,2135,2000-12-21 21:34:32
129,2641,2000-12-21 22:07:03
129,3698,2000-12-21 22:07:25
130,2167,2000-12-21 20:58:28
130,2457,2000-12-21 20:58:28
131,101,2002-01-06 19:03:42
131,3182,2002-02-01 06:22:52
132,1297,2000-12-21 20:09:14
132,345,2000-12-21 20:09:53
135,2987,2000-12-21 16:45:15
135,3793,2000-12-21 16:45:15
135,1197,2000-12-21 16:46:00
136,1821,2000-12-23 00:29:00
136,2356,2000-12-23 00:29:40
137,303,2001-09-19 03:27:55
137,1619,2001-09-19 03:28:28
137,1586,2001-09-19 03:28:42
138,164,2000-12-21 01:35:02
138,1466,2000-12-21 01:35:02
138,2159,2000-12-21 01:35:02
139,1094,2000-12-21 01:41:22
139,3448,2000-12-21 01:41:37
139,1391,2000-12-21 01:42:39
140,260,2001-07-01 01:22:00
140,858,2001-07-01 01:22:00
140,1196,2001-07-01 01:22:00
141,904,2000-12-21 00:13:32
141,913,2000-12-21 00:13:32
141,942,2000-12-21 00:13:32
142,3421,2001-01-12 23:18:34
142,1198,2001-01-12 23:18:54
142,3745,2001-01-22 19:27:08
143,1777,2000-12-20 22:29:29
143,2353,2000-12-20 22:31:41
143,480,2000-12-20 22:32:24
145,2395,2000-12-20 20:54:54
145,2700,2000-12-20 20:55:12
146,3604,2003-01-10 21:09:21
146,1179,2003-01-14 20:33:06
146,1344,2003-01-14 20:33:06
148,1950,2001-01-22 20:08:13
148,3730,2001-01-22 20:08:13
148,3507,2001-01-22 20:08:59
149,2696,2001-12-18 02:32:30
149,1219,2002-01-19 16:34:04
149,1927,2002-01-19 16:34:04
150,3948,2001-04-01 06:42:13
150,3949,2001-07-18 00:05:47
150,321,2001-07-18 00:08:24
151,1449,2001-08-24 23:36:42
151,3598,2001-08-24 23:48:12
151,3950,2001-08-24 23:48:12
152,2599,2000-12-19 23:36:57
152,2791,2000-12-19 23:36:57
152,1278,2000-12-19 23:37:11
153,2907,2001-01-03 01:00:20
153,3285,2001-03-20 02:24:24
154,951,2000-12-19 21:14:55
154,1248,2000-12-19 21:14:55
154,1249,2000-12-19 21:14:55
155,110,2000-12-19 20:21:58
155,1247,2000-12-19 20:22:21
155,2067,2000-12-19 20:22:21
156,2067,2000-12-19 18:46:54
156,914,2000-12-19 18:47:14
156,3244,2000-12-19 18:47:14
157,209,2002-10-11 17:07:49
157,296,2002-10-11 17:07:49
157,1221,2002-10-11 17:10:25
158,111,2000-12-19 16:30:17
158,858,2000-12-19 16:30:17
158,926,2000-12-19 16:30:17
159,3753,2001-05-15 22:48:31
159,2762,2001-05-15 22:48:53
159,2070,2001-05-15 22:49:04
160,3408,2002-03-17 16:00:49
160,3510,2002-03-17 16:00:49
160,3598,2002-03-17 16:01:58
161,1554,2000-12-19 10:39:26
161,2268,2000-12-19 10:39:26
161,1408,2000-12-19 10:39:54
162,153,2001-02-13 22:55:27
162,592,2001-02-13 22:55:27
164,911,2002-03-22 23:18:09
164,1254,2002-03-22 23:18:31
164,3751,2002-03-22 23:23:35
165,1374,2000-12-19 04:33:50
165,3527,2000-12-19 04:33:50
166,3617,2001-01-04 08:18:57
166,3408,2001-01-04 08:19:17
166,2692,2001-01-04 08:19:46
167,1840,2000-12-18 23:09:22
167,1047,2000-12-18 23:09:44
167,2469,2000-12-18 23:10:05
169,783,2002-06-20 04:58:13
169,1580,2002-07-15 06:28:37
170,2997,2000-12-18 21:07:11
170,2770,2000-12-18 21:07:39
170,2976,2000-12-18 21:07:39
171,206,2000-12-18 19:17:18
171,1797,2000-12-18 19:17:18
171,164,2000-12-18 19:18:16
172,922,2000-12-18 18:42:27
172,2186,2000-12-18 18:42:27
172,3683,2000-12-18 18:42:27
173,2028,2002-06-07 19:28:32
173,2238,2002-06-07 19:28:32
173,3304,2002-07-17 20:53:31
174,2001,2000-12-18 14:35:51
174,2105,2000-12-18 14:35:51
174,2403,2000-12-18 14:35:51
175,1694,2000-12-29 01:09:12
175,2952,2000-12-29 01:24:28
175,1282,2001-01-19 21:15:27
176,2088,2000-12-18 00:34:35
176,2408,2000-12-18 00:34:35
176,1381,2000-12-18 00:34:53
177,2571,2000-12-18 00:42:14
177,589,2000-12-18 00:42:44
177,2858,2000-12-18 00:45:52
178,3076,2000-12-18 03:15:34
178,2015,2000-12-18 03:16:22
178,3144,2000-12-18 03:16:22
180,3328,2001-08-12 07:25:03
180,3317,2001-08-12 07:26:58
181,1704,2000-12-17 22:04:31
181,150,2000-12-17 22:04:49
181,529,2000-12-17 22:04:49
182,2858,2000-12-17 20:40:47
182,589,2000-12-17 20:41:00
183,908,2002-06-15 17:39:22
183,2130,2002-06-15 17:39:22
183,1081,2002-06-15 17:41:33
184,986,2002-12-04 02:55:48
184,1566,2002-12-04 02:55:48
184,2085,2002-12-04 02:55:48
185,9,2000-12-17 15:26:46
185,153,2000-12-17 15:26:46
186,2395,2000-12-17 13:38:53
186,2485,2000-12-17 13:38:53
186,3081,2000-12-17 13:38:53
187,783,2000-12-19 14:04:54
187,2046,2000-12-19 14:05:34
187,1907,2000-12-19 14:06:10
188,2702,2002-01-19 18:25:30
188,3384,2002-01-19 18:25:30
189,1704,2000-12-17 04:53:20
189,2541,2000-12-17 04:53:41
189,1090,2000-12-17 04:54:16
190,1544,2000-12-17 04:48:26
190,611,2000-12-17 04:48:59
190,891,2000-12-17 04:48:59
192,1278,2002-07-16 20:15:06
192,3101,2002-07-18 17:54:05
192,3535,2002-07-18 17:54:26
193,1172,2002-10-23 03:24:15
193,1885,2002-10-23 03:24:57
193,1914,2002-10-23 03:24:57
194,237,2000-12-17 01:06:49
194,1021,2000-12-17 01:06:49
194,3809,2000-12-17 01:07:04
196,903,2000-12-16 22:24:25
196,2762,2000-12-16 22:24:55
196,2952,2000-12-16 22:24:55
197,1393,2000-12-16 22:08:00
197,3481,2000-12-16 22:13:05
198,2126,2001-02-24 19:34:25
198,2723,2001-02-25 17:40:27
198,3483,2001-06-01 23:50:51
199,3,2000-12-16 22:38:09
199,1393,2000-12-16 22:39:04
199,2468,2000-12-16 22:39:25
201,1958,2001-08-05 02:19:51
201,3897,2001-08-05 02:23:38
201,3408,2001-08-05 02:30:42
202,1022,2000-12-16 04:40:18
202,2085,2000-12-16 04:40:18
204,1378,2001-03-06 05:39:59
204,2478,2001-03-06 05:39:59
204,2016,2001-03-06 05:40:25
205,318,2000-12-15 23:44:57
205,943,2000-12-15 23:44:57
205,1267,2000-12-15 23:44:57
206,924,2000-12-15 23:01:40
206,1196,2000-12-15 23:01:40
206,1274,2000-12-15 23:01:40
207,3513,2000-12-15 21:59:02
207,804,2000-12-15 21:59:16
208,2687,2001-10-28 00:30:01
208,1288,2001-10-28 00:32:23
212,908,2000-12-16 05:59:24
212,917,2000-12-16 05:59:24
212,3360,2000-12-16 06:00:01
213,2622,2000-12-15 17:12:59
213,1580,2000-12-15 17:13:18
213,440,2000-12-15 17:13:46
215,3793,2000-12-18 00:27:39
215,2021,2000-12-18 00:29:10
218,3317,2001-05-21 17:16:09
218,3893,2001-05-21 17:16:09
219,785,2000-12-15 00:01:46
219,2396,2000-12-15 00:03:24
220,2628,2000-12-16 20:26:29
220,318,2000-12-16 20:29:54
220,527,2000-12-16 20:29:54
221,1407,2000-12-14 23:07:24
221,1645,2000-12-14 23:07:24
221,3499,2000-12-14 23:07:24
222,551,2000-12-14 23:04:46
222,3481,2000-12-14 23:04:46
226,1186,2000-12-14 21:52:54
226,1307,2000-12-14 21:53:12
226,2716,2000-12-14 21:53:12
228,3745,2001-05-11 15:24:38
228,3409,2001-05-11 15:25:37
229,1224,2002-12-10 07:40:58
229,595,2002-12-10 07:42:25
229,1097,2002-12-10 07:42:53
230,3623,2000-12-14 20:28:37
230,3794,2000-12-14 20:28:37
230,3786,2000-12-14 20:28:56
232,1377,2000-12-14 16:56:05
232,1414,2000-12-14 16:56:05
233,150,2000-12-14 11:55:38
233,2501,2000-12-14 11:55:38
233,590,2000-12-14 11:56:06
234,1293,2001-01-12 03:41:17
234,805,2001-01-12 03:42:36
234,1672,2001-01-12 03:43:01
235,988,2002-04-10 04:51:25
235,1236,2002-04-10 04:51:25
235,1966,2002-04-10 04:51:49
236,163,2000-12-14 03:59:01
236,2000,2000-12-14 03:59:01
236,2872,2000-12-14 03:59:01
237,1012,2002-08-05 18:18:25
237,3686,2002-08-05 18:22:57
237,2454,2002-11-02 01:56:22
238,3723,2000-12-14 04:12:55
238,1061,2000-12-14 04:13:18
239,17,2003-01-02 16:31:15
239,1267,2003-01-03 23:35:17
239,318,2003-01-03 23:35:48
240,2359,2000-12-14 01:34:31
240,1584,2000-12-14 01:35:24
240,1704,2000-12-14 01:35:24
241,21,2000-12-14 00:37:37
241,1112,2000-12-14 00:37:37
243,1270,2000-12-13 23:18:36
243,2918,2000-12-13 23:18:36
244,858,2000-12-14 14:32:11
244,296,2000-12-14 14:32:55
244,910,2000-12-14 14:32:55
245,931,2000-12-14 21:46:53
245,1625,2000-12-14 21:46:53
245,1732,2000-12-14 21:48:23
246,585,2000-12-13 17:30:22
246,2791,2000-12-13 17:30:39
246,2078,2000-12-13 17:31:43
247,34,2000-12-13 17:27:42
247,778,2000-12-13 17:28:20
247,2739,2000-12-13 17:29:04
248,1997,2001-01-02 04:31:36
248,3300,2001-01-02 04:31:36
248,3510,2001-01-02 04:31:36
249,1093,2000-12-13 18:04:26
249,2881,2000-12-13 18:04:26
249,2605,2000-12-13 18:05:07
250,2792,2000-12-13 16:21:17
250,1544,2000-12-13 16:21:40
251,6,2000-12-13 14:11:15
251,1047,2000-12-13 14:11:15
251,1408,2000-12-13 14:11:15
252,216,2000-12-13 06:30:55
252,231,2000-12-13 06:31:37
254,1329,2000-12-13 04:36:58
254,1333,2000-12-13 04:36:58
254,1321,2000-12-13 04:37:16
255,1544,2000-12-13 05:04:51
255,3697,2000-12-13 05:04:51
255,1037,2000-12-13 05:05:04
256,479,2000-12-13 03:33:27
256,1371,2000-12-13 03:33:27
256,1792,2000-12-13 03:33:27
257,2355,2000-12-13 02:11:22
257,104,2000-12-13 02:11:40
257,1777,2000-12-13 02:11:40
258,110,2000-12-13 02:02:36
258,1036,2000-12-13 02:02:36
258,2000,2000-12-13 02:02:36
259,260,2001-03-10 18:51:18
259,1805,2001-03-10 18:52:44
259,2359,2001-03-10 18:52:44
263,912,2000-12-12 20:21:49
263,296,2000-12-12 20:22:15
265,902,2000-12-12 19:26:44
265,1094,2000-12-12 19:27:00
266,1307,2000-12-12 18:55:21
266,2291,2000-12-12 18:55:21
266,1028,2000-12-12 18:55:59
267,3755,2001-03-05 14:02:12
267,2239,2001-03-27 18:24:39
267,232,2001-04-13 13:08:56
271,1036,2002-02-25 23:29:24
271,1274,2002-02-25 23:29:24
271,47,2002-02-25 23:29:47
272,778,2000-12-13 08:58:25
272,25,2000-12-13 08:58:48
272,1673,2000-12-13 09:00:05
273,648,2000-12-14 07:15:36
273,1552,2000-12-14 07:16:17
274,260,2000-12-12 04:48:57
274,1214,2000-12-12 04:48:57
274,1387,2000-12-12 04:48:57
275,2734,2000-12-12 03:48:20
275,3071,2000-12-12 03:48:20
275,3699,2000-12-12 03:48:20
277,589,2000-12-12 02:14:45
277,2628,2000-12-12 02:14:45
277,480,2000-12-12 02:15:10
278,1335,2000-12-12 02:18:18
278,3931,2000-12-12 02:18:18
280,2352,2000-12-11 22:52:34
280,1307,2000-12-11 22:53:08
281,951,2000-12-11 22:00:51
281,2160,2000-12-11 22:01:05
283,196,2000-12-11 21:34:46
283,648,2000-12-11 21:34:46
283,2628,2000-12-11 21:34:46
284,2718,2000-12-13 23:11:43
284,2841,2000-12-13 23:16:25
285,1278,2002-06-27 21:28:03
285,1527,2002-06-27 21:28:03
285,1639,2002-06-27 21:28:03
287,1784,2000-12-11 21:12:43
287,1678,2000-12-11 21:13:02
287,1747,2000-12-11 21:13:02
288,2167,2000-12-11 20:53:21
288,2273,2000-12-11 20:53:21
288,2916,2000-12-11 20:53:21
289,1261,2000-12-11 21:09:53
289,198,2000-12-11 21:10:13
289,3633,2000-12-11 21:10:13
291,1271,2000-12-11 20:27:05
291,412,2000-12-11 20:27:43
291,3448,2000-12-11 20:27:56
292,435,2000-12-11 19:06:29
292,1882,2000-12-11 19:06:55
292,1199,2000-12-11 19:08:20
293,3318,2001-09-02 23:04:41
293,3916,2001-09-02 23:04:41
293,1743,2001-09-02 23:10:43
295,1358,2000-12-11 09:47:27
295,2542,2000-12-11 09:47:27
295,608,2000-12-11 09:47:51
296,1339,2000-12-11 08:05:42
296,1717,2000-12-11 08:06:46
297,3178,2000-12-11 05:44:13
297,3481,2000-12-11 05:46:13
297,3578,2000-12-11 05:46:13
299,1233,2001-08-22 22:06:33
299,1240,2001-08-22 22:06:33
299,1259,2001-08-22 22:06:33
300,736,2000-12-11 04:06:10
300,292,2000-12-11 04:06:32
300,434,2000-12-11 04:06:32
303,1171,2000-12-17 21:10:54
303,3809,2000-12-17 21:10:54
306,2329,2002-11-23 14:53:56
306,356,2002-11-27 17:04:02
306,2371,2002-11-27 17:04:02
307,1259,2000-12-10 22:20:01
307,457,2000-12-10 22:20:25
307,2745,2000-12-10 22:20:25
309,448,2000-12-11 17:32:30
309,2797,2000-12-11 17:33:56
309,3418,2000-12-11 17:33:56
310,1307,2002-01-26 21:56:45
310,296,2002-01-26 21:58:20
311,296,2000-12-10 19:39:23
311,260,2001-12-22 00:01:40
311,1196,2001-12-22 00:01:40
312,1694,2000-12-10 19:38:49
312,3105,2000-12-10 19:39:15
312,73,2000-12-10 19:39:43
313,648,2000-12-10 18:57:35
313,1466,2000-12-10 18:57:35
314,247,2002-01-03 20:45:31
314,3176,2002-01-03 20:46:00
315,3555,2000-12-10 16:32:25
315,951,2000-12-10 16:33:28
316,2054,2000-12-10 16:47:16
316,2232,2000-12-10 16:47:16
316,1037,2000-12-10 16:48:18
317,1294,2000-12-10 15:17:34
317,1269,2000-12-10 15:18:29
317,3929,2000-12-10 15:18:29
318,314,2000-12-10 05:44:04
318,2396,2000-12-10 05:44:04
318,2070,2000-12-10 05:44:34
319,3066,2002-03-20 02:13:37
319,899,2002-12-21 19:38:23
320,266,2000-12-10 03:25:42
320,3555,2000-12-10 03:25:54
322,1948,2000-12-29 00:20:05
322,2870,2000-12-29 00:20:05
322,3072,2000-12-29 00:20:05
323,2067,2000-12-16 13:57:46
323,920,2000-12-16 13:58:16
324,908,2000-12-10 00:27:30
324,904,2000-12-10 00:28:19
324,260,2000-12-10 00:28:45
325,1703,2000-12-09 23:11:32
325,420,2000-12-09 23:11:55
325,3751,2000-12-09 23:17:38
326,3255,2001-02-01 00:47:56
326,2302,2001-02-01 00:48:44
326,2340,2001-02-01 00:48:44
330,3365,2001-03-24 16:40:50
330,1943,2001-03-24 16:41:02
330,903,2001-03-24 16:42:08
331,3361,2001-09-13 16:11:20
331,1302,2001-09-13 16:11:54
331,164,2001-09-26 16:29:22
332,50,2001-12-25 14:36:24
332,2231,2001-12-25 14:36:54
334,3257,2000-12-09 16:31:05
334,3,2000-12-09 16:31:31
334,2259,2000-12-09 16:31:31
335,1387,2000-12-09 12:10:21
335,3468,2000-12-09 12:10:21
335,3836,2000-12-09 12:14:19
337,1037,2000-12-09 09:00:39
337,527,2000-12-09 09:04:35
338,3066,2001-12-05 03:14:51
338,3169,2002-04-05 23:05:22
339,3448,2000-12-09 06:21:19
339,838,2000-12-09 06:21:53
339,851,2000-12-09 06:21:53
340,596,2000-12-09 06:18:44
340,1517,2000-12-09 06:18:44
340,1663,2000-12-09 06:18:56
341,1233,2000-12-09 05:30:58
341,3265,2000-12-09 05:30:58
341,1214,2000-12-09 05:31:50
342,780,2000-12-09 05:27:08
342,2093,2000-12-09 05:27:08
343,500,2003-02-09 15:24:56
343,2617,2003-02-09 15:25:26
345,1296,2000-12-09 04:19:02
345,3897,2000-12-09 04:19:02
345,2919,2000-12-09 04:19:21
346,2739,2000-12-09 04:47:52
346,3591,2000-12-09 04:48:04
346,62,2000-12-09 04:48:36
347,457,2000-12-09 03:31:04
347,2857,2000-12-09 03:31:04
347,2917,2000-12-09 03:31:25
348,3643,2000-12-09 02:52:03
348,780,2000-12-09 02:52:30
350,589,2000-12-09 01:56:09
350,2692,2000-12-09 01:56:09
350,21,2000-12-09 01:56:33
351,3638,2000-12-13 03:34:01
351,3578,2001-03-01 19:31:09
351,3861,2001-03-01 19:31:17
353,593,2000-12-09 02:39:00
353,2762,2000-12-09 02:39:00
353,3578,2000-12-09 02:40:01
354,2070,2000-12-09 01:10:53
354,86,2000-12-09 01:11:20
355,2628,2002-02-13 05:32:20
355,1639,2002-05-21 23:01:54
355,1729,2002-09-28 18:35:24
356,2676,2001-01-16 10:30:03
356,3175,2001-01-16 10:33:07
356,1779,2001-01-16 10:33:58
358,1250,2000-12-08 23:27:39
358,750,2000-12-08 23:28:11
359,2188,2000-12-08 23:18:42
359,2572,2000-12-08 23:18:42
360,150,2000-12-08 23:38:29
360,1282,2000-12-08 23:38:29
360,1231,2000-12-08 23:38:49
361,3911,2000-12-12 17:04:39
361,3949,2000-12-12 17:04:39
361,3893,2000-12-12 17:05:12
362,1997,2001-02-01 19:42:45
362,3793,2001-02-01 19:42:45
363,3354,2000-12-08 21:54:39
363,3515,2000-12-08 21:54:55
363,1544,2000-12-08 21:55:15
364,3176,2000-12-08 21:36:10
364,1466,2000-12-08 21:37:26
365,3004,2000-12-09 23:41:51
365,64,2000-12-09 23:42:08
365,1556,2000-12-09 23:42:27
366,1209,2001-01-03 18:14:37
366,3508,2001-01-03 18:14:37
366,3671,2001-01-03 18:14:37
367,1172,2000-12-08 21:06:11
367,866,2000-12-08 21:06:35
367,3684,2000-12-08 21:07:10
368,3159,2001-02-16 22:58:37
368,3556,2001-02-16 22:58:37
368,3618,2001-02-16 22:58:37
369,107,2000-12-08 21:21:53
369,2567,2000-12-08 21:22:34
369,1888,2000-12-08 21:23:31
370,3555,2000-12-12 20:01:53
370,3744,2000-12-12 20:01:53
370,3755,2000-12-12 20:01:53
371,1242,2000-12-08 22:47:35
371,1203,2000-12-08 22:47:56
371,1245,2000-12-08 22:48:25
372,1762,2001-01-25 19:07:11
372,692,2001-01-25 19:07:23
372,3717,2001-02-01 16:02:16
373,457,2000-12-08 19:52:49
373,589,2000-12-08 19:52:49
373,1036,2000-12-08 19:52:49
374,6,2000-12-08 20:06:32
