userId,movieId,ts,uid,iid
71,3408,2000-12-27 00:13:51,54,1928
72,17,2000-12-26 22:24:45,55,14
72,1187,2000-12-26 22:24:45,55,658
72,150,2000-12-26 22:25:11,55,93
73,47,2001-02-08 04:11:30,56,38
73,3052,2001-02-08 04:13:14,56,1741
74,50,2001-06-23 23:30:24,57,40
74,1066,2001-06-23 23:30:24,57,598
74,123,2001-06-23 23:35:49,57,83
75,2694,2001-01-06 03:04:11,58,1532
75,1911,2001-01-06 03:05:03,58,1052
75,3408,2001-01-06 03:05:35,58,1928
76,3317,2001-05-05 19:53:29,59,1892
76,3408,2001-05-05 19:53:29,59,1928
78,144,2001-01-04 01:22:51,60,89
78,1441,2001-01-04 01:22:51,60,848
79,3044,2000-12-26 04:43:41,61,1738
79,350,2000-12-26 04:46:16,61,219
79,1597,2000-12-26 04:46:16,61,911
80,1917,2000-12-26 00:07:44,62,1057
80,1416,2000-12-26 00:10:39,62,837
80,1588,2000-12-26 00:10:39,62,904
81,330,2000-12-25 23:24:13,63,205
81,1258,2000-12-25 23:24:13,63,723
81,2971,2000-12-25 23:24:13,63,1694
82,50,2001-01-06 21:34:42,64,40
82,628,2001-01-06 21:35:06,64,374
82,47,2001-01-06 21:36:39,64,38
84,527,2000-12-25 04:15:23,65,318
84,750,2000-12-25 04:15:23,65,422
86,236,2001-01-29 21:58:20,66,147
86,920,2001-01-29 21:58:48,66,500
86,3005,2001-02-28 00:23:20,66,1715
88,1961,2000-12-24 22:23:38,67,1091
88,2915,2000-12-24 22:23:38,67,1660
88,3072,2000-12-24 22:23:38,67,1753
90,3863,2001-07-01 02:34:45,68,2181
90,3879,2001-07-01 02:34:45,68,2192
90,3826,2001-07-01 02:35:57,68,2162
91,898,2000-12-24 14:04:02,69,479
91,969,2000-12-24 14:04:02,69,541
91,912,2000-12-24 14:04:35,69,492
94,1261,2000-12-24 03:31:40,70,726
94,1321,2000-12-24 03:31:40,70,773
94,1349,2000-12-24 03:31:40,70,788
95,1393,2000-12-24 03:42:52,71,821
95,1249,2000-12-24 03:43:41,71,714
96,3753,2001-01-27 03:02:29,72,2121
96,3916,2001-01-27 03:02:29,72,2212
97,2186,2000-12-24 01:53:12,73,1247
97,3035,2000-12-24 01:53:12,73,1733
97,3871,2000-12-24 01:53:12,73,2188
98,3821,2000-12-24 01:00:40,74,2158
98,527,2000-12-24 01:03:17,74,318
98,593,2000-12-24 01:03:17,74,356
99,3317,2001-07-05 17:29:36,75,1892
99,3948,2001-07-05 17:30:59,75,2228
100,608,2000-12-23 18:08:52,76,366
100,1213,2000-12-23 18:08:52,76,682
101,360,2000-12-23 13:46:11,77,225
101,2642,2000-12-23 13:46:32,77,1502
101,2412,2000-12-23 13:46:54,77,1379
103,172,2000-12-23 07:18:34,78,112
103,546,2000-12-23 07:19:08,78,329
104,2038,2002-03-13 21:42:00,79,1145
104,2285,2002-03-13 21:42:28,79,1292
105,163,2000-12-23 04:06:03,80,105
105,861,2000-12-23 04:06:03,80,468
105,2115,2000-12-23 04:06:03,80,1198
106,1183,2000-12-23 01:52:10,81,654
106,377,2000-12-23 01:52:44,81,237
106,1357,2000-12-23 01:52:44,81,794
107,1674,2000-12-23 01:26:19,82,955
107,1925,2000-12-23 01:26:19,82,1064
107,2852,2000-12-23 01:26:19,82,1622
108,3948,2000-12-22 23:28:13,83,2228
108,1449,2000-12-22 23:30:57,83,851
109,2135,2000-12-22 23:37:29,84,1214
109,2080,2000-12-22 23:37:40,84,1170
109,1035,2000-12-22 23:37:55,84,584
111,16,2000-12-22 19:23:04,85,13
111,1643,2000-12-22 19:23:15,85,940
111,1042,2000-12-22 19:24:52,85,588
112,1179,2000-12-22 18:12:11,86,653
112,1344,2000-12-22 18:12:11,86,784
112,3334,2000-12-22 18:12:11,86,1900
113,3821,2000-12-22 17:46:59,87,2158
113,3285,2000-12-22 17:48:02,87,1879
114,594,2001-01-24 22:05:30,88,357
114,900,2001-01-24 22:05:30,88,481
114,914,2001-01-24 22:05:30,88,494
116,3918,2001-08-10 13:05:56,89,2214
116,157,2001-08-10 13:06:16,89,100
117,996,2000-12-22 18:14:15,90,555
117,2478,2000-12-22 18:14:15,90,1418
117,2193,2000-12-22 18:28:06,90,1249
118,2194,2000-12-22 16:35:08,91,1250
118,1246,2000-12-22 16:35:29,91,711
118,2917,2000-12-22 16:35:29,91,1662
119,2628,2000-12-23 18:57:00,92,1494
119,8,2000-12-23 18:57:22,92,6
119,2995,2000-12-27 05:24:48,92,1709
120,994,2000-12-30 04:17:06,93,554
120,1394,2000-12-30 04:17:06,93,822
120,1208,2000-12-30 04:18:29,93,677
121,674,2000-12-22 04:26:40,94,390
121,3934,2000-12-22 04:26:40,94,2224
121,1,2000-12-22 04:28:42,94,0
124,1094,2001-03-04 17:30:53,95,618
124,34,2001-03-04 17:31:28,95,27
124,1179,2001-03-04 17:31:28,95,653
125,592,2000-12-22 00:44:42,96,355
125,2427,2000-12-22 00:44:42,96,1388
125,3702,2000-12-22 00:44:42,96,2087
126,969,2000-12-22 00:34:45,97,541
126,911,2000-12-22 00:35:06,97,491
126,342,2000-12-22 00:35:31,97,213
127,1252,2002-06-03 02:15:28,98,717
127,111,2002-06-03 02:15:42,98,77
127,1214,2002-06-03 02:16:03,98,683
128,3751,2000-12-21 21:33:37,99,2119
128,480,2000-12-21 21:34:32,99,291
128,2135,2000-12-21 21:34:32,99,1214
129,2641,2000-12-21 22:07:03,100,1501
129,3698,2000-12-21 22:07:25,100,2084
130,2167,2000-12-21 20:58:28,101,1238
130,2457,2000-12-21 20:58:28,101,1406
131,101,2002-01-06 19:03:42,102,71
131,3182,2002-02-01 06:22:52,102,1822
132,1297,2000-12-21 20:09:14,103,762
132,345,2000-12-21 20:09:53,103,215
135,2987,2000-12-21 16:45:15,104,1704
135,3793,2000-12-21 16:45:15,104,2144
135,1197,2000-12-21 16:46:00,104,666
136,1821,2000-12-23 00:29:00,105,1014
136,2356,2000-12-23 00:29:40,105,1338
137,303,2001-09-19 03:27:55,106,185
137,1619,2001-09-19 03:28:28,106,927
137,1586,2001-09-19 03:28:42,106,902
138,164,2000-12-21 01:35:02,107,106
138,1466,2000-12-21 01:35:02,107,860
138,2159,2000-12-21 01:35:02,107,1232
139,1094,2000-12-21 01:41:22,108,618
139,3448,2000-12-21 01:41:37,108,1952
139,1391,2000-12-21 01:42:39,108,819
140,260,2001-07-01 01:22:00,109,161
140,858,2001-07-01 01:22:00,109,467
140,1196,2001-07-01 01:22:00,109,665
141,904,2000-12-21 00:13:32,110,485
141,913,2000-12-21 00:13:32,110,493
141,942,2000-12-21 00:13:32,110,521
142,3421,2001-01-12 23:18:34,111,1936
142,1198,2001-01-12 23:18:54,111,667
142,3745,2001-01-22 19:27:08,111,2115
143,1777,2000-12-20 22:29:29,112,998
143,2353,2000-12-20 22:31:41,112,1336
143,480,2000-12-20 22:32:24,112,291
145,2395,2000-12-20 20:54:54,113,1363
145,2700,2000-12-20 20:55:12,113,1536
146,3604,2003-01-10 21:09:21,114,2042
146,1179,2003-01-14 20:33:06,114,653
146,1344,2003-01-14 20:33:06,114,784
148,1950,2001-01-22 20:08:13,115,1080
148,3730,2001-01-22 20:08:13,115,2106
148,3507,2001-01-22 20:08:59,115,1985
149,2696,2001-12-18 02:32:30,116,1533
149,1219,2002-01-19 16:34:04,116,688
149,1927,2002-01-19 16:34:04,116,1065
150,3948,2001-04-01 06:42:13,117,2228
150,3949,2001-07-18 00:05:47,117,2229
150,321,2001-07-18 00:08:24,117,199
151,1449,2001-08-24 23:36:42,118,851
151,3598,2001-08-24 23:48:12,118,2037
151,3950,2001-08-24 23:48:12,118,2230
152,2599,2000-12-19 23:36:57,119,1480
152,2791,2000-12-19 23:36:57,119,1590
152,1278,2000-12-19 23:37:11,119,743
153,2907,2001-01-03 01:00:20,120,1656
153,3285,2001-03-20 02:24:24,120,1879
154,951,2000-12-19 21:14:55,121,529
154,1248,2000-12-19 21:14:55,121,713
154,1249,2000-12-19 21:14:55,121,714
155,110,2000-12-19 20:21:58,122,76
155,1247,2000-12-19 20:22:21,122,712
155,2067,2000-12-19 20:22:21,122,1163
156,2067,2000-12-19 18:46:54,123,1163
156,914,2000-12-19 18:47:14,123,494
156,3244,2000-12-19 18:47:14,123,1849
157,209,2002-10-11 17:07:49,124,132
157,296,2002-10-11 17:07:49,124,180
157,1221,2002-10-11 17:10:25,124,690
158,111,2000-12-19 16:30:17,125,77
158,858,2000-12-19 16:30:17,125,467
158,926,2000-12-19 16:30:17,125,506
159,3753,2001-05-15 22:48:31,126,2121
159,2762,2001-05-15 22:48:53,126,1578
159,2070,2001-05-15 22:49:04,126,1164
160,3408,2002-03-17 16:00:49,127,1928
160,3510,2002-03-17 16:00:49,127,1988
160,3598,2002-03-17 16:01:58,127,2037
161,1554,2000-12-19 10:39:26,128,892
161,2268,2000-12-19 10:39:26,128,1284
161,1408,2000-12-19 10:39:54,128,831
162,153,2001-02-13 22:55:27,129,96
162,592,2001-02-13 22:55:27,129,355
164,911,2002-03-22 23:18:09,130,491
164,1254,2002-03-22 23:18:31,130,719
164,3751,2002-03-22 23:23:35,130,2119
165,1374,2000-12-19 04:33:50,131,805
165,3527,2000-12-19 04:33:50,131,2000
166,3617,2001-01-04 08:18:57,132,2051
166,3408,2001-01-04 08:19:17,132,1928
166,2692,2001-01-04 08:19:46,132,1530
167,1840,2000-12-18 23:09:22,133,1022
167,1047,2000-12-18 23:09:44,133,590
167,2469,2000-12-18 23:10:05,133,1412
169,783,2002-06-20 04:58:13,134,434
169,1580,2002-07-15 06:28:37,134,899
170,2997,2000-12-18 21:07:11,135,1711
170,2770,2000-12-18 21:07:39,135,1582
170,2976,2000-12-18 21:07:39,135,1698
171,206,2000-12-18 19:17:18,136,129
171,1797,2000-12-18 19:17:18,136,1005
171,164,2000-12-18 19:18:16,136,106
172,922,2000-12-18 18:42:27,137,502
172,2186,2000-12-18 18:42:27,137,1247
172,3683,2000-12-18 18:42:27,137,2076
173,2028,2002-06-07 19:28:32,138,1140
173,2238,2002-06-07 19:28:32,138,1265
173,3304,2002-07-17 20:53:31,138,1889
174,2001,2000-12-18 14:35:51,139,1117
174,2105,2000-12-18 14:35:51,139,1189
174,2403,2000-12-18 14:35:51,139,1370
175,1694,2000-12-29 01:09:12,140,966
175,2952,2000-12-29 01:24:28,140,1684
175,1282,2001-01-19 21:15:27,140,747
176,2088,2000-12-18 00:34:35,141,1178
176,2408,2000-12-18 00:34:35,141,1375
176,1381,2000-12-18 00:34:53,141,812
177,2571,2000-12-18 00:42:14,142,1467
177,589,2000-12-18 00:42:44,142,353
177,2858,2000-12-18 00:45:52,142,1625
178,3076,2000-12-18 03:15:34,143,1755
178,2015,2000-12-18 03:16:22,143,1129
178,3144,2000-12-18 03:16:22,143,1797
180,3328,2001-08-12 07:25:03,144,1899
180,3317,2001-08-12 07:26:58,144,1892
181,1704,2000-12-17 22:04:31,145,971
181,150,2000-12-17 22:04:49,145,93
181,529,2000-12-17 22:04:49,145,319
182,2858,2000-12-17 20:40:47,146,1625
182,589,2000-12-17 20:41:00,146,353
183,908,2002-06-15 17:39:22,147,488
183,2130,2002-06-15 17:39:22,147,1210
183,1081,2002-06-15 17:41:33,147,606
184,986,2002-12-04 02:55:48,148,549
184,1566,2002-12-04 02:55:48,148,895
184,2085,2002-12-04 02:55:48,148,1175
185,9,2000-12-17 15:26:46,149,7
185,153,2000-12-17 15:26:46,149,96
186,2395,2000-12-17 13:38:53,150,1363
186,2485,2000-12-17 13:38:53,150,1419
186,3081,2000-12-17 13:38:53,150,1759
187,783,2000-12-19 14:04:54,151,434
187,2046,2000-12-19 14:05:34,151,1150
187,1907,2000-12-19 14:06:10,151,1049
188,2702,2002-01-19 18:25:30,152,1538
188,3384,2002-01-19 18:25:30,152,1917
189,1704,2000-12-17 04:53:20,153,971
189,2541,2000-12-17 04:53:41,153,1451
189,1090,2000-12-17 04:54:16,153,614
190,1544,2000-12-17 04:48:26,154,887
190,611,2000-12-17 04:48:59,154,369
190,891,2000-12-17 04:48:59,154,477
192,1278,2002-07-16 20:15:06,155,743
192,3101,2002-07-18 17:54:05,155,1773
192,3535,2002-07-18 17:54:26,155,2003
193,1172,2002-10-23 03:24:15,156,648
193,1885,2002-10-23 03:24:57,156,1040
193,1914,2002-10-23 03:24:57,156,1055
194,237,2000-12-17 01:06:49,157,148
194,1021,2000-12-17 01:06:49,157,571
194,3809,2000-12-17 01:07:04,157,2153
196,903,2000-12-16 22:24:25,158,484
196,2762,2000-12-16 22:24:55,158,1578
196,2952,2000-12-16 22:24:55,158,1684
197,1393,2000-12-16 22:08:00,159,821
197,3481,2000-12-16 22:13:05,159,1970
198,2126,2001-02-24 19:34:25,160,1209
198,2723,2001-02-25 17:40:27,160,1554
198,3483,2001-06-01 23:50:51,160,1971
199,3,2000-12-16 22:38:09,161,2
199,1393,2000-12-16 22:39:04,161,821
199,2468,2000-12-16 22:39:25,161,1411
201,1958,2001-08-05 02:19:51,162,1088
201,3897,2001-08-05 02:23:38,162,2199
201,3408,2001-08-05 02:30:42,162,1928
202,1022,2000-12-16 04:40:18,163,572
202,2085,2000-12-16 04:40:18,163,1175
204,1378,2001-03-06 05:39:59,164,809
204,2478,2001-03-06 05:39:59,164,1418
204,2016,2001-03-06 05:40:25,164,1130
205,318,2000-12-15 23:44:57,165,196
205,943,2000-12-15 23:44:57,165,522
205,1267,2000-12-15 23:44:57,165,732
206,924,2000-12-15 23:01:40,166,504
206,1196,2000-12-15 23:01:40,166,665
206,1274,2000-12-15 23:01:40,166,739
207,3513,2000-12-15 21:59:02,167,1990
207,804,2000-12-15 21:59:16,167,445
208,2687,2001-10-28 00:30:01,168,1526
208,1288,2001-10-28 00:32:23,168,753
212,908,2000-12-16 05:59:24,169,488
212,917,2000-12-16 05:59:24,169,497
212,3360,2000-12-16 06:00:01,169,1909
213,2622,2000-12-15 17:12:59,170,1493
213,1580,2000-12-15 17:13:18,170,899
213,440,2000-12-15 17:13:46,170,266
215,3793,2000-12-18 00:27:39,171,2144
215,2021,2000-12-18 00:29:10,171,1135
218,3317,2001-05-21 17:16:09,172,1892
218,3893,2001-05-21 17:16:09,172,2196
219,785,2000-12-15 00:01:46,173,436
219,2396,2000-12-15 00:03:24,173,1364
220,2628,2000-12-16 20:26:29,174,1494
220,318,2000-12-16 20:29:54,174,196
220,527,2000-12-16 20:29:54,174,318
221,1407,2000-12-14 23:07:24,175,830
221,1645,2000-12-14 23:07:24,175,942
221,3499,2000-12-14 23:07:24,175,1979
222,551,2000-12-14 23:04:46,176,332
222,3481,2000-12-14 23:04:46,176,1970
226,1186,2000-12-14 21:52:54,177,657
226,1307,2000-12-14 21:53:12,177,771
226,2716,2000-12-14 21:53:12,177,1547
228,3745,2001-05-11 15:24:38,178,2115
228,3409,2001-05-11 15:25:37,178,1929
229,1224,2002-12-10 07:40:58,179,693
229,595,2002-12-10 07:42:25,179,358
229,1097,2002-12-10 07:42:53,179,621
230,3623,2000-12-14 20:28:37,180,2053
230,3794,2000-12-14 20:28:37,180,2145
230,3786,2000-12-14 20:28:56,180,2137
232,1377,2000-12-14 16:56:05,181,808
232,1414,2000-12-14 16:56:05,181,836
233,150,2000-12-14 11:55:38,182,93
233,2501,2000-12-14 11:55:38,182,1426
233,590,2000-12-14 11:56:06,182,354
234,1293,2001-01-12 03:41:17,183,758
234,805,2001-01-12 03:42:36,183,446
234,1672,2001-01-12 03:43:01,183,953
235,988,2002-04-10 04:51:25,184,551
235,1236,2002-04-10 04:51:25,184,704
235,1966,2002-04-10 04:51:49,184,1096
236,163,2000-12-14 03:59:01,185,105
236,2000,2000-12-14 03:59:01,185,1116
236,2872,2000-12-14 03:59:01,185,1634
237,1012,2002-08-05 18:18:25,186,565
237,3686,2002-08-05 18:22:57,186,2079
237,2454,2002-11-02 01:56:22,186,1403
238,3723,2000-12-14 04:12:55,187,2101
238,1061,2000-12-14 04:13:18,187,596
239,17,2003-01-02 16:31:15,188,14
239,1267,2003-01-03 23:35:17,188,732
239,318,2003-01-03 23:35:48,188,196
240,2359,2000-12-14 01:34:31,189,1339
240,1584,2000-12-14 01:35:24,189,901
240,1704,2000-12-14 01:35:24,189,971
241,21,2000-12-14 00:37:37,190,17
241,1112,2000-12-14 00:37:37,190,629
243,1270,2000-12-13 23:18:36,191,735
243,2918,2000-12-13 23:18:36,191,1663
244,858,2000-12-14 14:32:11,192,467
244,296,2000-12-14 14:32:55,192,180
244,910,2000-12-14 14:32:55,192,490
245,931,2000-12-14 21:46:53,193,511
245,1625,2000-12-14 21:46:53,193,931
245,1732,2000-12-14 21:48:23,193,982
246,585,2000-12-13 17:30:22,194,349
246,2791,2000-12-13 17:30:39,194,1590
246,2078,2000-12-13 17:31:43,194,1169
247,34,2000-12-13 17:27:42,195,27
247,778,2000-12-13 17:28:20,195,431
247,2739,2000-12-13 17:29:04,195,1568
248,1997,2001-01-02 04:31:36,196,1114
248,3300,2001-01-02 04:31:36,196,1886
248,3510,2001-01-02 04:31:36,196,1988
249,1093,2000-12-13 18:04:26,197,617
249,2881,2000-12-13 18:04:26,197,1640
249,2605,2000-12-13 18:05:07,197,1482
250,2792,2000-12-13 16:21:17,198,1591
250,1544,2000-12-13 16:21:40,198,887
251,6,2000-12-13 14:11:15,199,4
251,1047,2000-12-13 14:11:15,199,590
251,1408,2000-12-13 14:11:15,199,831
252,216,2000-12-13 06:30:55,200,135
252,231,2000-12-13 06:31:37,200,143
254,1329,2000-12-13 04:36:58,201,775
254,1333,2000-12-13 04:36:58,201,777
254,1321,2000-12-13 04:37:16,201,773
255,1544,2000-12-13 05:04:51,202,887
255,3697,2000-12-13 05:04:51,202,2083
255,1037,2000-12-13 05:05:04,202,586
256,479,2000-12-13 03:33:27,203,290
256,1371,2000-12-13 03:33:27,203,802
256,1792,2000-12-13 03:33:27,203,1004
257,2355,2000-12-13 02:11:22,204,1337
257,104,2000-12-13 02:11:40,204,73
257,1777,2000-12-13 02:11:40,204,998
258,110,2000-12-13 02:02:36,205,76
258,1036,2000-12-13 02:02:36,205,585
258,2000,2000-12-13 02:02:36,205,1116
259,260,2001-03-10 18:51:18,206,161
259,1805,2001-03-10 18:52:44,206,1009
259,2359,2001-03-10 18:52:44,206,1339
263,912,2000-12-12 20:21:49,207,492
263,296,2000-12-12 20:22:15,207,180
265,902,2000-12-12 19:26:44,208,483
265,1094,2000-12-12 19:27:00,208,618
266,1307,2000-12-12 18:55:21,209,771
266,2291,2000-12-12 18:55:21,209,1297
266,1028,2000-12-12 18:55:59,209,577
267,3755,2001-03-05 14:02:12,210,2123
267,2239,2001-03-27 18:24:39,210,1266
267,232,2001-04-13 13:08:56,210,144
271,1036,2002-02-25 23:29:24,211,585
271,1274,2002-02-25 23:29:24,211,739
271,47,2002-02-25 23:29:47,211,38
272,778,2000-12-13 08:58:25,212,431
272,25,2000-12-13 08:58:48,212,21
272,1673,2000-12-13 09:00:05,212,954
273,648,2000-12-14 07:15:36,213,380
273,1552,2000-12-14 07:16:17,213,891
274,260,2000-12-12 04:48:57,214,161
274,1214,2000-12-12 04:48:57,214,683
274,1387,2000-12-12 04:48:57,214,815
275,2734,2000-12-12 03:48:20,215,1564
275,3071,2000-12-12 03:48:20,215,1752
275,3699,2000-12-12 03:48:20,215,2085
277,589,2000-12-12 02:14:45,216,353
277,2628,2000-12-12 02:14:45,216,1494
277,480,2000-12-12 02:15:10,216,291
278,1335,2000-12-12 02:18:18,217,779
278,3931,2000-12-12 02:18:18,217,2222
280,2352,2000-12-11 22:52:34,218,1335
280,1307,2000-12-11 22:53:08,218,771
281,951,2000-12-11 22:00:51,219,529
281,2160,2000-12-11 22:01:05,219,1233
283,196,2000-12-11 21:34:46,220,123
283,648,2000-12-11 21:34:46,220,380
283,2628,2000-12-11 21:34:46,220,1494
284,2718,2000-12-13 23:11:43,221,1549
284,2841,2000-12-13 23:16:25,221,1617
285,1278,2002-06-27 21:28:03,222,743
285,1527,2002-06-27 21:28:03,222,883
285,1639,2002-06-27 21:28:03,222,937
287,1784,2000-12-11 21:12:43,223,1001
287,1678,2000-12-11 21:13:02,223,957
287,1747,2000-12-11 21:13:02,223,988
288,2167,2000-12-11 20:53:21,224,1238
288,2273,2000-12-11 20:53:21,224,1286
288,2916,2000-12-11 20:53:21,224,1661
289,1261,2000-12-11 21:09:53,225,726
289,198,2000-12-11 21:10:13,225,124
289,3633,2000-12-11 21:10:13,225,2058
291,1271,2000-12-11 20:27:05,226,736
291,412,2000-12-11 20:27:43,226,251
291,3448,2000-12-11 20:27:56,226,1952
292,435,2000-12-11 19:06:29,227,264
292,1882,2000-12-11 19:06:55,227,1038
292,1199,2000-12-11 19:08:20,227,668
293,3318,2001-09-02 23:04:41,228,1893
293,3916,2001-09-02 23:04:41,228,2212
293,1743,2001-09-02 23:10:43,228,986
295,1358,2000-12-11 09:47:27,229,795
295,2542,2000-12-11 09:47:27,229,1452
295,608,2000-12-11 09:47:51,229,366
296,1339,2000-12-11 08:05:42,230,780
296,1717,2000-12-11 08:06:46,230,974
297,3178,2000-12-11 05:44:13,231,1818
297,3481,2000-12-11 05:46:13,231,1970
297,3578,2000-12-11 05:46:13,231,2029
299,1233,2001-08-22 22:06:33,232,701
299,1240,2001-08-22 22:06:33,232,706
299,1259,2001-08-22 22:06:33,232,724
300,736,2000-12-11 04:06:10,233,415
