ts,uid,iid
1970-01-01 00:00:01,29,16654
1970-01-01 00:00:01,29,17803
1970-01-01 00:00:01,29,17911
1970-01-01 00:00:01,30,4582
1970-01-01 00:00:01,30,14470
1970-01-01 00:00:01,30,14754
1970-01-01 00:00:01,31,7313
1970-01-01 00:00:01,31,11052
1970-01-01 00:00:01,31,12756
1970-01-01 00:00:01,31,14767
1970-01-01 00:00:01,31,16197
1970-01-01 00:00:01,32,1033
1970-01-01 00:00:01,32,2883
1970-01-01 00:00:01,32,9288
1970-01-01 00:00:01,33,4076
1970-01-01 00:00:01,33,8845
1970-01-01 00:00:01,33,8864
1970-01-01 00:00:01,34,335
1970-01-01 00:00:01,34,7138
1970-01-01 00:00:01,34,10346
1970-01-01 00:00:01,34,11041
1970-01-01 00:00:01,34,16043
1970-01-01 00:00:01,35,6864
1970-01-01 00:00:01,35,10078
1970-01-01 00:00:01,35,14798
1970-01-01 00:00:01,35,15285
1970-01-01 00:00:01,35,16821
1970-01-01 00:00:01,36,8957
1970-01-01 00:00:01,36,10140
1970-01-01 00:00:01,36,11183
1970-01-01 00:00:01,36,14558
1970-01-01 00:00:01,36,15090
1970-01-01 00:00:01,37,812
1970-01-01 00:00:01,37,9312
1970-01-01 00:00:01,37,9875
1970-01-01 00:00:01,38,3614
1970-01-01 00:00:01,38,6544
1970-01-01 00:00:01,38,13042
1970-01-01 00:00:01,39,6043
1970-01-01 00:00:01,39,7839
1970-01-01 00:00:01,39,12121
1970-01-01 00:00:01,40,5698
1970-01-01 00:00:01,40,10042
1970-01-01 00:00:01,40,16766
1970-01-01 00:00:01,41,8600
1970-01-01 00:00:01,41,9934
1970-01-01 00:00:01,41,9939
1970-01-01 00:00:01,41,9945
1970-01-01 00:00:01,41,9957
1970-01-01 00:00:01,42,130
1970-01-01 00:00:01,42,11393
1970-01-01 00:00:01,42,13258
1970-01-01 00:00:01,43,14
1970-01-01 00:00:01,43,6583
1970-01-01 00:00:01,43,6628
1970-01-01 00:00:01,43,13840
1970-01-01 00:00:01,44,11033
1970-01-01 00:00:01,44,11402
1970-01-01 00:00:01,44,13249
1970-01-01 00:00:01,44,14402
1970-01-01 00:00:01,44,15018
1970-01-01 00:00:00,45,14918
1970-01-01 00:00:00,45,17696
1970-01-01 00:00:01,45,1782
1970-01-01 00:00:01,45,2605
1970-01-01 00:00:01,45,7830
1970-01-01 00:00:01,46,6484
1970-01-01 00:00:01,46,6494
1970-01-01 00:00:01,46,11337
1970-01-01 00:00:00,47,2464
1970-01-01 00:00:00,47,9188
1970-01-01 00:00:00,47,12588
1970-01-01 00:00:00,48,101
1970-01-01 00:00:00,48,757
1970-01-01 00:00:00,48,2664
1970-01-01 00:00:00,48,3562
1970-01-01 00:00:00,48,7265
1970-01-01 00:00:01,49,13051
1970-01-01 00:00:01,49,14941
1970-01-01 00:00:01,49,15584
1970-01-01 00:00:00,50,15854
1970-01-01 00:00:00,50,15879
1970-01-01 00:00:00,50,16681
1970-01-01 00:00:00,50,17595
1970-01-01 00:00:00,50,17767
1970-01-01 00:00:01,51,6196
1970-01-01 00:00:01,51,6484
1970-01-01 00:00:01,51,7670
1970-01-01 00:00:01,51,14578
1970-01-01 00:00:01,51,15270
1970-01-01 00:00:00,52,3628
1970-01-01 00:00:00,52,4983
1970-01-01 00:00:01,52,12600
1970-01-01 00:00:01,53,3034
1970-01-01 00:00:01,53,4503
1970-01-01 00:00:01,53,5283
1970-01-01 00:00:01,54,2146
1970-01-01 00:00:01,54,3318
1970-01-01 00:00:01,54,11291
1970-01-01 00:00:00,55,11377
1970-01-01 00:00:00,55,16529
1970-01-01 00:00:01,55,9375
1970-01-01 00:00:01,55,9892
1970-01-01 00:00:01,55,15448
1970-01-01 00:00:00,56,3987
1970-01-01 00:00:00,56,5986
1970-01-01 00:00:00,56,6458
1970-01-01 00:00:00,56,7864
1970-01-01 00:00:01,57,5524
1970-01-01 00:00:01,57,8727
1970-01-01 00:00:01,57,11721
1970-01-01 00:00:01,58,16373
1970-01-01 00:00:01,58,17118
1970-01-01 00:00:01,58,17689
1970-01-01 00:00:01,58,18239
1970-01-01 00:00:01,58,18337
1970-01-01 00:00:01,59,8663
1970-01-01 00:00:01,59,8672
1970-01-01 00:00:01,59,8686
1970-01-01 00:00:01,59,9086
1970-01-01 00:00:01,59,11536
1970-01-01 00:00:01,60,1314
1970-01-01 00:00:01,60,6218
1970-01-01 00:00:01,60,6487
1970-01-01 00:00:01,61,6108
1970-01-01 00:00:01,61,6344
1970-01-01 00:00:01,61,6782
1970-01-01 00:00:01,61,6820
1970-01-01 00:00:01,61,12881
1970-01-01 00:00:01,62,3586
1970-01-01 00:00:01,62,11547
1970-01-01 00:00:01,62,12012
1970-01-01 00:00:00,63,4419
1970-01-01 00:00:00,63,6560
1970-01-01 00:00:00,63,10404
1970-01-01 00:00:00,63,12775
1970-01-01 00:00:00,63,18267
1970-01-01 00:00:01,64,3329
1970-01-01 00:00:01,64,4642
1970-01-01 00:00:01,64,11308
1970-01-01 00:00:01,65,15016
1970-01-01 00:00:01,65,15913
1970-01-01 00:00:01,65,17571
1970-01-01 00:00:01,65,17678
1970-01-01 00:00:01,65,18244
1970-01-01 00:00:00,66,18580
1970-01-01 00:00:01,66,108
1970-01-01 00:00:01,66,9812
1970-01-01 00:00:01,66,9999
1970-01-01 00:00:01,66,10000
1970-01-01 00:00:00,67,14423
1970-01-01 00:00:00,67,15120
1970-01-01 00:00:00,67,16643
1970-01-01 00:00:00,67,17082
1970-01-01 00:00:00,67,17305
1970-01-01 00:00:01,68,4278
1970-01-01 00:00:01,68,5991
1970-01-01 00:00:01,68,7327
1970-01-01 00:00:01,69,16766
1970-01-01 00:00:01,69,17259
1970-01-01 00:00:01,69,17332
1970-01-01 00:00:01,69,17354
1970-01-01 00:00:01,69,17421
1970-01-01 00:00:01,70,1754
1970-01-01 00:00:01,70,3162
1970-01-01 00:00:01,70,4821
1970-01-01 00:00:01,70,6306
1970-01-01 00:00:01,70,6956
1970-01-01 00:00:01,71,240
1970-01-01 00:00:01,71,1964
1970-01-01 00:00:01,71,4642
1970-01-01 00:00:01,72,5007
1970-01-01 00:00:01,72,5421
1970-01-01 00:00:01,72,6887
1970-01-01 00:00:01,72,10221
1970-01-01 00:00:01,73,5925
1970-01-01 00:00:01,73,7266
1970-01-01 00:00:01,73,9447
1970-01-01 00:00:01,74,7510
1970-01-01 00:00:01,74,7655
1970-01-01 00:00:01,74,8187
1970-01-01 00:00:01,74,13618
1970-01-01 00:00:01,74,15138
1970-01-01 00:00:01,75,3329
1970-01-01 00:00:01,75,6573
1970-01-01 00:00:01,75,11830
1970-01-01 00:00:01,75,14801
1970-01-01 00:00:01,75,14906
1970-01-01 00:00:01,76,252
1970-01-01 00:00:01,76,2520
1970-01-01 00:00:01,76,8776
1970-01-01 00:00:01,77,103
1970-01-01 00:00:01,77,2049
1970-01-01 00:00:01,77,4503
1970-01-01 00:00:01,77,6257
1970-01-01 00:00:01,77,6714
1970-01-01 00:00:00,78,1340
1970-01-01 00:00:00,78,1717
1970-01-01 00:00:00,78,1886
1970-01-01 00:00:00,78,14659
1970-01-01 00:00:01,79,15404
1970-01-01 00:00:01,79,15417
1970-01-01 00:00:01,79,15514
1970-01-01 00:00:01,79,17744
1970-01-01 00:00:01,79,17875
1970-01-01 00:00:01,80,9838
1970-01-01 00:00:01,80,11404
1970-01-01 00:00:01,80,13537
1970-01-01 00:00:01,81,2605
1970-01-01 00:00:01,81,2702
1970-01-01 00:00:01,81,4717
1970-01-01 00:00:01,81,5641
1970-01-01 00:00:01,81,12156
1970-01-01 00:00:01,82,5793
1970-01-01 00:00:01,82,11334
1970-01-01 00:00:01,82,15531
1970-01-01 00:00:01,83,811
1970-01-01 00:00:01,83,8034
1970-01-01 00:00:01,83,8506
1970-01-01 00:00:01,84,7654
1970-01-01 00:00:01,84,13048
1970-01-01 00:00:01,84,14079
1970-01-01 00:00:01,85,12994
1970-01-01 00:00:01,85,13296
1970-01-01 00:00:01,85,13972
1970-01-01 00:00:01,85,15050
1970-01-01 00:00:01,85,16207
1970-01-01 00:00:01,86,13632
1970-01-01 00:00:01,86,14550
1970-01-01 00:00:01,86,14626
1970-01-01 00:00:01,86,15616
1970-01-01 00:00:01,86,16210
1970-01-01 00:00:01,87,8050
1970-01-01 00:00:01,87,8390
1970-01-01 00:00:01,87,11188
1970-01-01 00:00:01,87,11860
1970-01-01 00:00:01,87,12155
1970-01-01 00:00:01,88,678
1970-01-01 00:00:01,88,1273
1970-01-01 00:00:01,88,4436
1970-01-01 00:00:01,88,7957
1970-01-01 00:00:01,88,12162
1970-01-01 00:00:01,89,6405
1970-01-01 00:00:01,89,6986
1970-01-01 00:00:01,89,11787
1970-01-01 00:00:01,89,13926
1970-01-01 00:00:01,89,15358
1970-01-01 00:00:00,90,2389
1970-01-01 00:00:00,90,4696
1970-01-01 00:00:00,90,11196
1970-01-01 00:00:00,91,14470
1970-01-01 00:00:00,91,14754
1970-01-01 00:00:00,91,15490
1970-01-01 00:00:01,91,1862
1970-01-01 00:00:01,91,13042
1970-01-01 00:00:00,92,9396
1970-01-01 00:00:01,92,707
1970-01-01 00:00:01,92,11402
1970-01-01 00:00:01,93,2089
1970-01-01 00:00:01,93,2659
1970-01-01 00:00:01,93,7047
1970-01-01 00:00:01,93,13267
1970-01-01 00:00:01,93,13531
1970-01-01 00:00:01,94,5164
1970-01-01 00:00:01,94,6549
1970-01-01 00:00:01,94,11189
1970-01-01 00:00:01,94,12692
1970-01-01 00:00:01,95,4282
1970-01-01 00:00:01,95,6478
1970-01-01 00:00:01,95,9971
1970-01-01 00:00:01,96,2649
1970-01-01 00:00:01,96,8544
1970-01-01 00:00:01,96,10487
1970-01-01 00:00:01,97,675
1970-01-01 00:00:01,97,2680
1970-01-01 00:00:01,97,11353
1970-01-01 00:00:01,98,7098
1970-01-01 00:00:01,98,8021
1970-01-01 00:00:01,98,8121
1970-01-01 00:00:01,98,12172
1970-01-01 00:00:01,98,12191
1970-01-01 00:00:01,99,1201
1970-01-01 00:00:01,99,3944
1970-01-01 00:00:01,99,6542
1970-01-01 00:00:01,99,13754
1970-01-01 00:00:00,100,3186
1970-01-01 00:00:00,100,3200
1970-01-01 00:00:00,100,7413
1970-01-01 00:00:00,100,16643
1970-01-01 00:00:01,101,3946
1970-01-01 00:00:01,101,3947
1970-01-01 00:00:01,101,3948
1970-01-01 00:00:01,101,12405
1970-01-01 00:00:00,102,12523
1970-01-01 00:00:00,102,16678
1970-01-01 00:00:01,102,12944
1970-01-01 00:00:01,102,16150
1970-01-01 00:00:01,103,2199
1970-01-01 00:00:01,103,13898
1970-01-01 00:00:01,103,14030
1970-01-01 00:00:01,103,14248
1970-01-01 00:00:01,104,3658
1970-01-01 00:00:01,104,3667
1970-01-01 00:00:01,104,3673
1970-01-01 00:00:01,104,11971
1970-01-01 00:00:01,104,14912
1970-01-01 00:00:01,105,8674
1970-01-01 00:00:01,105,9807
1970-01-01 00:00:01,105,10412
1970-01-01 00:00:01,105,10847
1970-01-01 00:00:01,105,10861
1970-01-01 00:00:01,106,13051
1970-01-01 00:00:01,106,14316
1970-01-01 00:00:01,106,14941
1970-01-01 00:00:01,106,15288
1970-01-01 00:00:01,106,16383
1970-01-01 00:00:00,107,4792
1970-01-01 00:00:00,107,7155
1970-01-01 00:00:00,107,12035
1970-01-01 00:00:00,107,12043
1970-01-01 00:00:00,107,14568
1970-01-01 00:00:01,108,4582
1970-01-01 00:00:01,108,10569
1970-01-01 00:00:01,108,14470
1970-01-01 00:00:01,108,14754
1970-01-01 00:00:01,109,5468
1970-01-01 00:00:01,109,6270
1970-01-01 00:00:01,109,6379
1970-01-01 00:00:01,109,15018
1970-01-01 00:00:01,109,15129
1970-01-01 00:00:01,110,5339
1970-01-01 00:00:01,110,6999
1970-01-01 00:00:01,110,11366
1970-01-01 00:00:01,110,14560
1970-01-01 00:00:01,110,15769
1970-01-01 00:00:01,111,209
1970-01-01 00:00:01,111,11789
1970-01-01 00:00:01,111,13146
1970-01-01 00:00:01,112,14470
1970-01-01 00:00:01,112,14754
1970-01-01 00:00:01,112,15088
1970-01-01 00:00:01,112,15091
1970-01-01 00:00:01,112,15490
1970-01-01 00:00:01,113,886
1970-01-01 00:00:01,113,2267
1970-01-01 00:00:01,113,4146
1970-01-01 00:00:01,113,9518
1970-01-01 00:00:01,113,12168
1970-01-01 00:00:01,114,530
1970-01-01 00:00:01,114,1367
1970-01-01 00:00:01,114,8691
1970-01-01 00:00:01,114,9471
1970-01-01 00:00:01,115,984
1970-01-01 00:00:01,115,8517
1970-01-01 00:00:01,115,11433
1970-01-01 00:00:01,115,12409
1970-01-01 00:00:01,116,7314
1970-01-01 00:00:01,116,10078
1970-01-01 00:00:01,116,13246
1970-01-01 00:00:01,116,14588
1970-01-01 00:00:01,117,2794
1970-01-01 00:00:01,117,8030
1970-01-01 00:00:01,117,13931
1970-01-01 00:00:01,118,7314
1970-01-01 00:00:01,118,10893
1970-01-01 00:00:01,118,13246
1970-01-01 00:00:01,119,4553
1970-01-01 00:00:01,119,9075
1970-01-01 00:00:01,119,11492
1970-01-01 00:00:01,119,11692
1970-01-01 00:00:01,119,14325
1970-01-01 00:00:01,120,17721
1970-01-01 00:00:01,120,17878
1970-01-01 00:00:01,120,17925
1970-01-01 00:00:01,120,18493
1970-01-01 00:00:01,120,18608
1970-01-01 00:00:01,121,4724
1970-01-01 00:00:01,121,5922
1970-01-01 00:00:01,121,6730
1970-01-01 00:00:01,121,8227
1970-01-01 00:00:01,121,8408
1970-01-01 00:00:01,122,669
1970-01-01 00:00:01,122,1234
1970-01-01 00:00:01,122,14524
1970-01-01 00:00:01,123,162
1970-01-01 00:00:01,123,552
1970-01-01 00:00:01,123,9896
1970-01-01 00:00:01,124,570
1970-01-01 00:00:01,124,571
1970-01-01 00:00:01,124,1888
1970-01-01 00:00:01,125,755
1970-01-01 00:00:01,125,2831
1970-01-01 00:00:01,125,3938
1970-01-01 00:00:01,125,4538
1970-01-01 00:00:01,126,832
1970-01-01 00:00:01,126,2351
1970-01-01 00:00:01,126,4798
1970-01-01 00:00:00,127,18468
1970-01-01 00:00:01,127,832
1970-01-01 00:00:01,127,1497
1970-01-01 00:00:01,127,7028
1970-01-01 00:00:00,128,12333
1970-01-01 00:00:01,128,1340
1970-01-01 00:00:01,128,1717
1970-01-01 00:00:00,129,4582
1970-01-01 00:00:00,129,14470
1970-01-01 00:00:00,129,14754
1970-01-01 00:00:00,129,15490
1970-01-01 00:00:01,130,14
1970-01-01 00:00:01,130,4582
1970-01-01 00:00:01,130,14470
1970-01-01 00:00:01,131,3506
1970-01-01 00:00:01,131,7845
1970-01-01 00:00:01,131,8633
1970-01-01 00:00:01,131,8648
1970-01-01 00:00:01,131,9713
1970-01-01 00:00:00,132,1108
1970-01-01 00:00:00,132,4127
1970-01-01 00:00:00,132,8991
1970-01-01 00:00:01,133,4075
1970-01-01 00:00:01,133,4791
1970-01-01 00:00:01,133,9259
1970-01-01 00:00:01,133,11560
1970-01-01 00:00:01,133,11719
1970-01-01 00:00:00,134,9442
1970-01-01 00:00:00,134,12770
1970-01-01 00:00:01,134,9418
1970-01-01 00:00:01,134,9421
1970-01-01 00:00:01,135,7201
1970-01-01 00:00:01,135,12347
1970-01-01 00:00:01,135,13090
1970-01-01 00:00:00,136,4112
1970-01-01 00:00:00,136,14879
1970-01-01 00:00:00,136,17933
1970-01-01 00:00:01,137,6043
1970-01-01 00:00:01,137,11597
1970-01-01 00:00:01,137,12121
1970-01-01 00:00:01,138,8489
1970-01-01 00:00:01,138,8490
1970-01-01 00:00:01,138,9956
1970-01-01 00:00:01,138,14934
1970-01-01 00:00:01,138,17009
1970-01-01 00:00:01,139,4476
1970-01-01 00:00:01,139,5249
1970-01-01 00:00:01,139,7361
1970-01-01 00:00:01,139,12877
1970-01-01 00:00:01,139,15088
1970-01-01 00:00:01,140,17703
1970-01-01 00:00:01,140,17865
1970-01-01 00:00:01,140,18414
1970-01-01 00:00:01,140,18528
1970-01-01 00:00:01,140,18593
1970-01-01 00:00:01,141,4352
1970-01-01 00:00:01,141,5396
1970-01-01 00:00:01,141,6953
1970-01-01 00:00:01,141,7046
1970-01-01 00:00:01,141,11445
1970-01-01 00:00:00,142,5385
1970-01-01 00:00:00,142,6624
1970-01-01 00:00:00,142,18211
1970-01-01 00:00:01,142,1279
1970-01-01 00:00:00,143,11689
1970-01-01 00:00:00,143,12147
1970-01-01 00:00:00,143,14181
1970-01-01 00:00:00,143,14582
1970-01-01 00:00:00,143,15879
1970-01-01 00:00:01,144,16111
1970-01-01 00:00:01,144,17126
1970-01-01 00:00:01,144,17275
1970-01-01 00:00:01,144,17772
1970-01-01 00:00:01,144,17852
1970-01-01 00:00:01,145,437
1970-01-01 00:00:01,145,7410
1970-01-01 00:00:01,145,14380
1970-01-01 00:00:01,145,14435
1970-01-01 00:00:01,146,10192
1970-01-01 00:00:01,146,10261
1970-01-01 00:00:01,146,11404
1970-01-01 00:00:01,146,13370
1970-01-01 00:00:01,146,13399
1970-01-01 00:00:01,147,30
1970-01-01 00:00:01,147,6573
1970-01-01 00:00:01,147,12368
1970-01-01 00:00:01,147,13619
1970-01-01 00:00:01,147,13946
1970-01-01 00:00:01,148,832
1970-01-01 00:00:01,148,6330
1970-01-01 00:00:01,148,8765
1970-01-01 00:00:01,148,17317
1970-01-01 00:00:01,148,17437
1970-01-01 00:00:01,149,1335
1970-01-01 00:00:01,149,6536
1970-01-01 00:00:01,149,9269
1970-01-01 00:00:01,150,680
1970-01-01 00:00:01,150,7345
1970-01-01 00:00:01,150,10105
1970-01-01 00:00:01,150,11683
1970-01-01 00:00:01,150,11885
1970-01-01 00:00:01,151,8044
1970-01-01 00:00:01,151,9878
1970-01-01 00:00:01,151,11931
1970-01-01 00:00:01,152,1562
1970-01-01 00:00:01,152,4042
1970-01-01 00:00:01,152,7833
1970-01-01 00:00:01,152,8649
1970-01-01 00:00:00,153,3973
1970-01-01 00:00:00,153,6703
1970-01-01 00:00:00,153,12217
1970-01-01 00:00:01,153,13646
1970-01-01 00:00:01,154,10078
1970-01-01 00:00:01,154,10768
1970-01-01 00:00:01,154,12986
1970-01-01 00:00:01,154,15880
1970-01-01 00:00:01,154,17887
1970-01-01 00:00:01,155,2613
1970-01-01 00:00:01,155,12346
1970-01-01 00:00:01,155,14844
1970-01-01 00:00:01,155,15485
1970-01-01 00:00:01,156,16700
1970-01-01 00:00:01,156,17007
1970-01-01 00:00:01,156,17235
1970-01-01 00:00:01,156,17907
1970-01-01 00:00:01,156,18001
1970-01-01 00:00:01,157,14
1970-01-01 00:00:01,157,5087
1970-01-01 00:00:01,157,5866
1970-01-01 00:00:01,157,6601
1970-01-01 00:00:01,158,2351
1970-01-01 00:00:01,158,2503
1970-01-01 00:00:01,158,6299
1970-01-01 00:00:01,158,8702
1970-01-01 00:00:01,159,2819
1970-01-01 00:00:01,159,8630
1970-01-01 00:00:01,159,10956
1970-01-01 00:00:01,160,11071
1970-01-01 00:00:01,160,14424
1970-01-01 00:00:01,160,15202
1970-01-01 00:00:01,160,16937
1970-01-01 00:00:01,160,17277
1970-01-01 00:00:01,161,7873
1970-01-01 00:00:01,161,9976
1970-01-01 00:00:01,161,9978
1970-01-01 00:00:01,161,10773
1970-01-01 00:00:01,161,15052
1970-01-01 00:00:01,162,398
1970-01-01 00:00:01,162,3354
1970-01-01 00:00:01,162,6824
1970-01-01 00:00:01,163,17765
1970-01-01 00:00:01,163,17951
1970-01-01 00:00:01,163,18004
1970-01-01 00:00:01,163,18147
1970-01-01 00:00:01,163,18449
1970-01-01 00:00:01,164,11042
1970-01-01 00:00:01,164,12798
1970-01-01 00:00:01,164,13560
1970-01-01 00:00:01,164,14263
1970-01-01 00:00:01,164,15465
1970-01-01 00:00:01,165,756
1970-01-01 00:00:01,165,2989
1970-01-01 00:00:01,165,13674
1970-01-01 00:00:00,166,13768
1970-01-01 00:00:00,166,15792
1970-01-01 00:00:01,166,11189
1970-01-01 00:00:01,166,11873
1970-01-01 00:00:01,166,15917
1970-01-01 00:00:01,167,949
1970-01-01 00:00:01,167,1043
1970-01-01 00:00:01,167,1044
1970-01-01 00:00:01,167,6435
1970-01-01 00:00:01,167,9755
1970-01-01 00:00:01,168,16903
1970-01-01 00:00:01,168,17529
1970-01-01 00:00:01,168,17530
1970-01-01 00:00:01,168,17587
1970-01-01 00:00:01,168,17677
1970-01-01 00:00:00,169,4017
1970-01-01 00:00:00,169,9823
1970-01-01 00:00:00,169,9896
1970-01-01 00:00:00,169,10475
1970-01-01 00:00:00,169,15636
1970-01-01 00:00:01,170,5688
1970-01-01 00:00:01,170,5689
1970-01-01 00:00:01,170,6706
1970-01-01 00:00:01,170,9511
1970-01-01 00:00:01,170,15852
1970-01-01 00:00:01,171,2372
1970-01-01 00:00:01,171,3313
1970-01-01 00:00:01,171,4115
1970-01-01 00:00:01,171,7535
1970-01-01 00:00:01,171,13532
1970-01-01 00:00:01,172,1912
1970-01-01 00:00:01,172,11713
1970-01-01 00:00:01,172,11719
1970-01-01 00:00:01,172,11830
1970-01-01 00:00:01,172,15353
1970-01-01 00:00:01,173,1531
1970-01-01 00:00:01,173,10316
1970-01-01 00:00:01,173,11491
1970-01-01 00:00:01,174,15393
1970-01-01 00:00:01,174,15567
1970-01-01 00:00:01,174,15801
1970-01-01 00:00:01,174,16792
1970-01-01 00:00:01,174,17579
1970-01-01 00:00:01,175,2902
1970-01-01 00:00:01,175,5520
1970-01-01 00:00:01,175,9708
1970-01-01 00:00:01,175,11830
1970-01-01 00:00:01,176,11139
1970-01-01 00:00:01,176,11398
1970-01-01 00:00:01,176,11432
1970-01-01 00:00:01,177,6098
1970-01-01 00:00:01,177,6182
1970-01-01 00:00:01,177,6605
1970-01-01 00:00:01,177,8265
1970-01-01 00:00:01,177,10035
1970-01-01 00:00:01,178,15079
1970-01-01 00:00:01,178,15129
1970-01-01 00:00:01,178,17025
1970-01-01 00:00:01,178,17284
1970-01-01 00:00:01,178,17861
1970-01-01 00:00:01,179,4443
1970-01-01 00:00:01,179,7890
1970-01-01 00:00:01,179,10589
1970-01-01 00:00:00,180,3380
1970-01-01 00:00:00,180,13406
1970-01-01 00:00:00,180,17520
1970-01-01 00:00:01,181,15444
1970-01-01 00:00:01,181,16282
1970-01-01 00:00:01,181,16654
1970-01-01 00:00:01,181,17732
1970-01-01 00:00:01,181,18642
1970-01-01 00:00:01,182,8222
1970-01-01 00:00:01,182,9904
1970-01-01 00:00:01,182,9916
1970-01-01 00:00:01,183,9377
1970-01-01 00:00:01,183,9381
1970-01-01 00:00:01,183,12008
1970-01-01 00:00:01,183,16509
1970-01-01 00:00:01,183,16705
1970-01-01 00:00:01,184,4614
1970-01-01 00:00:01,184,7221
1970-01-01 00:00:01,184,9973
1970-01-01 00:00:01,184,11690
1970-01-01 00:00:01,184,12650
1970-01-01 00:00:00,185,988
1970-01-01 00:00:00,185,4949
1970-01-01 00:00:00,185,12947
1970-01-01 00:00:00,185,13434
1970-01-01 00:00:01,186,2607
1970-01-01 00:00:01,186,7315
1970-01-01 00:00:01,186,7908
1970-01-01 00:00:01,187,4539
