userId,movieId,rating,timestamp
39,2763,4,978044380
39,3745,3,978044380
40,2816,1,978041398
40,2817,1,978041398
40,2815,1,978041370
40,2402,2,978041370
40,466,4,978041370
41,1643,5,978041582
41,2762,5,978041394
41,2719,4,978041069
41,3578,3,978040972
41,2546,3,978040861
42,2371,4,978041996
42,2111,4,978041982
42,2144,3,978041960
42,3087,4,978041960
42,2003,3,978041960
43,2858,4,978026708
43,3793,4,978026614
43,3114,5,978026605
43,2763,3,978026605
43,2961,4,978026591
44,2297,4,1004412196
44,539,4,1004412155
44,151,4,1004412054
44,920,3,1004412024
44,249,4,1004412009
45,355,2,977992196
45,2473,4,977992097
45,2849,2,977992062
45,2356,3,977992062
45,830,2,977991983
46,3280,5,977979487
46,2628,1,977979482
46,3361,1,977979482
46,1279,1,977979482
46,847,1,977979482
47,1949,4,977978774
47,17,5,977978774
47,34,4,977978774
47,249,4,977978739
47,1213,4,977978708
48,3051,3,978409441
48,1310,4,978149424
48,880,2,978148815
48,2827,2,978148815
48,3926,3,978148815
49,2311,3,978814070
49,1193,4,978813972
49,296,4,978813972
49,2858,4,978813972
49,3362,4,978813939
50,3861,4,977961307
50,2241,3,977961307
50,1544,3,977961307
50,804,2,977961282
50,2135,3,977961258
51,1485,3,977948011
51,1895,5,977948011
51,348,3,977947984
51,39,4,977947984
51,1517,3,977947958
52,2706,5,977948475
52,3646,1,977948217
52,3821,3,977948217
52,3861,3,977948003
52,3785,5,977948003
53,581,5,977990888
53,3437,1,977988994
53,1609,3,977988944
53,1726,3,977988915
53,184,5,977988856
54,3422,3,977944889
54,3507,5,977944889
54,34,4,977944859
54,1079,5,977944859
54,3037,4,977944816
55,356,5,977948435
55,150,4,977948415
55,1784,4,977948394
55,457,5,977948394
55,589,5,977948346
56,2302,4,977939927
56,514,3,977939927
56,2321,5,977939897
56,2706,4,977939897
56,440,4,977939897
57,1258,4,977936132
57,2804,5,977936132
57,1090,4,977936132
57,1242,4,977936132
57,1196,4,977936099
58,2807,1,977942466
58,3593,1,977942466
58,66,1,977942466
58,2643,1,977942431
58,1862,3,977942431
59,1244,2,1041968335
59,3307,3,1041968324
59,3871,4,1041968282
59,953,5,1041968282
59,965,3,1041968282
60,113,3,977932390
60,1589,3,977932390
60,2583,4,977932390
60,648,1,977932352
60,1754,3,977932352
61,3190,1,977903456
61,3908,1,977903456
61,3743,1,977903428
61,3564,3,977903399
61,3238,1,977903378
62,2939,4,977970461
62,3414,3,977970432
62,3516,3,977970366
62,932,3,977970328
62,934,3,977970328
63,541,5,980111457
63,750,5,980111402
63,1094,5,980111375
63,3007,5,980111343
63,1225,5,980111298
64,3005,3,977892852
64,2858,5,977892800
64,3755,2,977892736
64,3555,4,977892698
64,1754,4,977892673
65,953,5,1041090068
65,2194,5,1033335197
65,3821,2,1027908976
65,2628,4,1022468310
65,1210,4,1022468310
66,1961,5,977886886
66,1919,2,977886754
66,1259,5,977886709
66,2694,5,977886657
66,1272,5,977886579
67,902,5,977887126
67,1962,4,977887088
67,909,5,977887019
67,994,5,977887019
67,1287,5,977886895
68,2797,3,991376219
68,1747,5,991376187
68,1517,4,991376175
68,3608,3,991376122
68,1270,4,991376109
69,476,4,977882427
69,1120,5,977882398
69,590,2,977882365
69,446,4,977882365
69,321,5,977882326
70,3793,5,977878348
70,2987,5,977878322
70,3114,4,977878322
70,3157,4,977878287
70,3176,4,977878287
71,2712,3,977876079
71,2959,3,977876079
71,2605,4,977876031
71,3408,4,977876031
71,1093,4,977876004
72,3105,4,977869538
72,3418,4,977869538
72,150,4,977869511
72,1187,4,977869485
72,17,4,977869485
73,3596,3,984369175
73,3889,4,984282049
73,3052,4,981605594
73,47,3,981605490
73,2088,2,981605344
74,3044,3,993339349
74,123,3,993339349
74,2583,3,993339349
74,50,5,993339024
74,1066,5,993339024
75,2392,5,978750501
75,2761,5,978750501
75,3408,5,978750335
75,1911,5,978750303
75,2694,4,978750251
76,3794,2,989092538
76,3513,3,989092538
76,3510,4,989092470
76,3317,4,989092409
76,3408,4,989092409
77,2702,2,977814298
77,2907,1,977814298
77,3081,4,977814274
77,2700,4,977814274
77,2762,4,977814274
78,1441,3,978571371
78,3247,4,978571371
78,2539,1,978571371
78,2622,3,978571371
78,144,3,978571371
79,2126,3,977806080
79,1597,3,977805976
79,1909,3,977805976
79,350,3,977805976
79,3044,4,977805821
80,590,5,993780330
80,3249,3,977789531
80,1416,3,977789439
80,1588,3,977789439
80,1917,4,977789264
81,3421,5,977786694
81,260,5,977786694
81,1258,5,977786653
81,330,3,977786653
81,2971,4,977786653
82,47,4,978816999
82,3662,3,978816999
82,474,4,978816999
82,628,4,978816906
82,50,3,978816882
83,3877,1,977721218
83,2162,3,977721218
83,1702,3,977721180
83,1654,2,977721180
83,673,3,977721121
84,1394,1,977717915
84,2858,4,977717867
84,1222,5,977717757
84,750,4,977717723
84,527,4,977717723
85,3949,3,992325450
85,3317,2,992325450
85,3005,5,992325184
85,2908,3,992325184
85,2710,2,992325157
86,3147,5,983319953
86,54,4,983319953
86,3005,5,983319800
86,920,5,980805528
86,236,5,980805500
87,1610,5,977768358
87,1215,3,977768358
87,3793,4,977694817
87,1408,1,977694817
87,3062,1,977694817
88,3210,4,977696618
88,3072,4,977696618
88,3361,4,977696618
88,1961,5,977696618
88,2915,5,977696618
89,3740,3,993963368
89,3868,1,993956351
89,3869,1,993956351
89,370,1,993956351
89,1218,4,993956335
90,1429,5,993965451
90,3821,3,993955015
90,3826,3,993954957
90,3863,4,993954885
90,3879,3,993954885
91,1265,5,977666675
91,912,5,977666675
91,920,5,977666675
91,969,5,977666642
91,898,5,977666642
92,1556,1,986711877
92,1882,1,986711826
92,1479,2,986711780
92,1590,1,986711780
92,1831,2,986711780
93,3911,2,977633588
93,839,1,977633397
93,2807,1,977633397
93,2153,1,977633367
93,1556,1,977633367
94,1321,3,977628700
94,1261,4,977628700
94,3018,5,977628700
94,1349,3,977628700
94,2003,5,977628700
95,3147,4,977629537
95,1921,2,977629537
95,1249,4,977629421
95,2762,3,977629421
95,1393,3,977629372
96,1073,4,980565244
96,3513,4,980564760
96,3623,2,980564724
96,3753,4,980564549
96,3916,4,980564549
97,3334,4,999717170
97,898,5,999717140
97,3871,4,977622792
97,3035,5,977622792
97,2186,5,977622792
98,318,5,977619823
98,296,4,977619823
98,593,3,977619797
98,527,5,977619797
98,3821,4,977619640
99,2144,5,994354345
99,2762,2,994354345
99,1968,5,994354299
99,3948,3,994354259
99,3317,4,994354176
100,265,3,977594963
100,1208,2,977594963
100,919,5,977594947
100,608,3,977594932
100,1213,4,977594932
101,3841,5,977579274
101,208,4,977579253
101,2412,5,977579214
101,2642,5,977579192
101,360,5,977579171
102,2877,2,1043799175
102,2040,4,1043799154
102,2012,2,1043799136
102,203,4,1043799114
102,2011,4,1043799114
103,1556,3,977555973
103,2153,5,977555948
103,546,3,977555948
103,172,4,977555914
103,2253,1,977555887
104,2600,4,1016055781
104,2490,4,1016055781
104,998,2,1016055752
104,2285,3,1016055748
104,2038,3,1016055720
105,861,3,977544363
105,3153,5,977544363
105,163,5,977544363
105,3639,5,977544363
105,2115,5,977544363
106,2065,4,977536364
106,1357,3,977536364
106,377,3,977536364
106,3699,3,977536364
106,1183,3,977536330
107,3093,3,977534779
107,1674,3,977534779
107,1925,4,977534779
107,2852,3,977534779
107,2863,3,977534779
108,3925,2,977528015
108,3927,3,977528015
108,3938,4,977528001
108,1449,5,977527857
108,3948,4,977527693
109,1028,4,977528296
109,1035,4,977528275
109,3675,4,977528275
109,2080,4,977528260
109,2135,4,977528249
110,3316,1,977515406
110,3452,1,977515406
110,3623,3,977515387
110,1673,5,977515330
110,3930,3,977515255
111,500,4,977513112
111,367,4,977513112
111,1042,4,977513092
111,1643,5,977512995
111,16,3,977512984
112,2182,3,977508756
112,3706,3,977508756
112,1179,5,977508731
112,1344,5,977508731
112,3334,5,977508731
113,3895,4,977507389
113,3883,1,977507339
113,3238,4,977507311
113,3285,5,977507282
113,3821,3,977507219
114,3095,5,980374273
114,594,5,980373930
114,1288,5,980373930
114,900,5,980373930
114,914,5,980373930
115,240,3,977502018
115,1977,2,977502018
115,611,4,977502018
115,2135,2,977502004
115,1976,2,977502004
116,2421,3,997448812
116,2422,2,997448812
116,1388,4,997448790
116,157,5,997448776
116,3918,4,997448756
117,3785,3,978643873
117,2019,5,977510051
117,2193,4,977509686
117,996,3,977508855
117,2478,3,977508855
118,1957,3,977502946
118,3424,3,977502929
118,2917,4,977502929
118,1246,3,977502929
118,2194,3,977502908
119,2719,5,978216413
119,1278,3,977894763
119,2995,3,977894688
119,8,3,977597842
119,2628,3,977597820
120,3006,3,978149909
120,2664,3,978149909
120,1208,5,978149909
120,1394,5,978149826
120,994,5,978149826
121,1,5,977459322
121,594,5,977459322
121,3751,4,977459322
121,3934,4,977459200
121,674,5,977459200
122,1240,3,993446303
122,2273,2,993446275
122,112,3,993446275
122,2700,1,993446275
122,377,2,993446275
123,1352,4,979678654
123,3051,4,979678625
123,2600,2,979678594
123,1661,4,979678567
123,2343,2,979678538
124,3298,4,983727215
124,3125,4,983727107
124,1179,5,983727088
124,34,5,983727088
124,1094,4,983727053
125,3948,5,977519467
125,592,3,977445882
125,2427,4,977445882
125,3702,4,977445882
125,3763,3,977445882
126,2943,5,977445355
126,915,5,977445331
126,342,5,977445331
126,911,5,977445306
126,969,4,977445285
127,2871,3,1023070576
127,1674,4,1023070563
127,1214,4,1023070563
127,111,3,1023070542
127,1252,4,1023070528
128,2657,5,977434498
128,2135,4,977434472
128,3159,5,977434472
128,480,5,977434472
128,3751,5,977434417
129,674,2,977436556
129,736,4,977436487
129,2013,5,977436469
129,3698,4,977436445
129,2641,3,977436423
130,2167,5,977432308
130,3082,5,977432308
130,2457,3,977432308
130,3519,4,977432308
130,3623,1,977432308
131,899,1,1039164697
131,930,3,1022388214
131,668,4,1014088199
131,3182,5,1012544572
131,101,3,1010343822
132,1732,3,977429393
132,3358,3,977429393
132,180,2,977429393
132,345,3,977429393
132,1297,5,977429354
133,3720,2,994795879
133,3911,2,994795708
133,3798,4,994795679
133,2686,4,994795617
133,265,5,994795560
134,3783,5,1022094365
134,2028,5,1009831378
134,3884,1,1005596085
134,3946,1,1005596073
134,3826,1,1005596007
135,1197,5,977417160
135,2918,5,977417160
135,2791,5,977417160
135,2987,5,977417115
135,3793,5,977417115
136,435,3,977531422
136,3869,3,977531398
136,2356,5,977531380
136,236,1,977531380
136,1821,3,977531340
137,1391,4,1000870148
137,3053,3,1000870133
137,1586,4,1000870122
137,1619,3,1000870108
137,303,3,1000870075
138,2159,4,977362502
138,1466,5,977362502
138,2391,4,977362502
138,2542,5,977362502
138,164,4,977362502
139,3766,4,977363000
139,1391,4,977362959
139,3441,4,977362959
139,3448,4,977362897
139,1094,5,977362882
140,1198,5,993950787
140,969,5,993950787
140,1196,5,993950520
140,858,5,993950520
140,260,4,993950520
141,2203,5,977357662
141,3469,5,977357662
141,904,3,977357612
141,913,4,977357612
141,942,4,977357612
142,3160,4,980559291
142,2761,4,980559291
142,3745,4,980191628
142,1198,5,979341534
142,3421,4,979341514
143,1721,4,977351625
143,1873,3,977351574
143,480,3,977351544
143,2353,3,977351501
143,1777,4,977351369
144,1625,5,977346719
144,2311,4,977346658
144,924,5,977346641
144,2053,1,977346613
144,737,1,977346613
145,2337,3,977345741
145,2672,1,977345741
145,2700,4,977345712
145,2702,3,977345712
145,2395,4,977345694
146,3292,5,1042576426
146,1248,5,1042576408
146,1179,5,1042576386
146,1344,4,1042576386
146,3604,3,1042232961
147,1544,2,977358524
147,2657,1,977358510
147,3513,4,977358489
147,3155,3,977358481
147,3354,2,977358401
148,3270,3,980194240
148,2135,4,980194157
148,3507,5,980194139
148,1950,4,980194093
148,3730,4,980194093
149,2248,5,1020957706
149,2972,4,1011458261
149,1927,5,1011458044
149,1219,5,1011458044
149,2696,5,1008642750
150,1292,4,1015456212
150,2313,4,1015456212
150,321,4,995414904
150,3949,4,995414747
150,3948,3,986107333
151,3618,4,1003808140
151,3901,3,998697342
151,3950,3,998696892
151,3598,3,998696892
151,1449,4,998696202
152,663,4,977269046
152,1500,5,977269046
152,1278,4,977269031
152,2599,3,977269017
152,2791,3,977269017
153,274,4,985055477
153,3785,3,985055174
153,3285,5,985055064
153,1760,1,978483675
153,2907,4,978483620
154,1248,5,977260495
154,1249,4,977260495
154,1250,3,977260495
154,1282,3,977260495
154,951,5,977260495
155,3742,4,977257392
155,924,5,977257375
155,2067,4,977257341
155,1247,5,977257341
155,110,3,977257318
156,1197,4,977251663
156,930,4,977251663
156,914,5,977251634
156,3244,4,977251634
156,2067,4,977251614
157,2194,5,1034439335
157,2019,5,1034439335
157,1221,5,1034356225
157,209,4,1034356069
157,296,4,1034356069
158,1252,5,977243417
158,1267,4,977243417
158,926,3,977243417
158,858,5,977243417
158,111,5,977243417
159,3793,3,989966959
159,2070,5,989966944
159,3114,4,989966944
159,2762,5,989966933
159,3753,4,989966911
160,3798,3,1016381272
160,3185,3,1016380953
160,3598,4,1016380918
160,3408,4,1016380849
160,3510,3,1016380849
161,3039,3,977222448
161,2022,4,977222411
161,1408,4,977222394
161,2268,4,977222366
161,1554,4,977222366
162,552,4,982105042
162,592,5,982104927
162,1377,4,982104927
162,1562,2,982104927
162,153,3,982104927
163,673,2,978234113
163,1702,2,978234113
163,3438,2,978234113
163,1848,1,978234113
163,1920,2,978234113
164,3916,5,1030839253
164,3408,4,1016839462
164,3751,4,1016839415
164,1254,4,1016839111
164,911,5,1016839089
165,3033,5,977200456
165,3704,3,977200442
165,1374,3,977200430
165,3070,2,977200430
165,3527,4,977200430
166,2186,5,979378769
166,903,5,979378672
166,2692,5,978596386
166,3408,5,978596357
166,3617,4,978596337
167,2424,3,977181054
167,2478,3,977181025
167,2469,3,977181005
167,1047,5,977180984
167,1840,3,977180962
168,3755,4,977177120
168,3101,3,977177073
168,364,3,977177053
168,588,2,977177039
168,2985,1,977177022
169,1081,3,1042848166
169,2937,4,1037432111
169,1580,4,1026714517
169,783,3,1024549093
169,372,1,1024548979
170,919,5,977173730
170,1204,5,977173730
170,2770,3,977173659
170,2976,4,977173659
170,2997,5,977173631
171,1179,4,977167096
171,1617,4,977167096
171,164,4,977167096
171,206,4,977167038
171,1797,4,977167038
172,3706,3,977164978
172,2987,3,977164964
172,922,3,977164947
172,2186,4,977164947
172,3683,4,977164947
173,3192,4,1026939246
173,3547,4,1026939229
173,3304,3,1026939211
173,2238,5,1023478112
173,2028,5,1023478112
174,2990,3,977150151
174,2403,3,977150151
174,3638,3,977150151
174,2001,3,977150151
174,2105,4,977150151
175,1282,3,979938927
175,2361,3,979938927
175,2725,3,979938927
175,2952,4,978053068
175,1694,3,978052152
176,3391,4,977099702
176,3041,3,977099693
176,1381,3,977099693
176,2088,3,977099675
176,2408,4,977099675
177,2174,5,977100421
177,1097,4,977100421
177,2858,5,977100352
177,589,3,977100164
177,2571,5,977100134
178,3681,4,977109427
178,3144,4,977109382
178,2015,4,977109382
178,3921,3,977109382
178,3076,5,977109334
179,692,1,977092956
179,2053,1,977092935
179,849,1,977092935
179,405,1,977092935
179,519,1,977092935
180,3514,3,997601296
180,3753,3,997601276
180,3317,4,997601218
180,3328,3,997601103
180,3534,2,997600700
181,2329,5,977090747
181,3246,5,977090726
181,150,4,977090689
181,529,3,977090689
181,1704,5,977090671
182,3499,1,977085692
182,47,3,977085692
182,2762,5,977085676
182,589,3,977085660
182,2858,5,977085647
183,2076,4,1024162893
183,1393,3,1024162893
183,1081,4,1024162893
183,2130,5,1024162762
183,908,5,1024162762
184,2085,4,1038970548
184,2090,4,1038970548
184,2294,5,1038970548
184,1566,4,1038970548
184,986,5,1038970548
185,208,2,977066852
185,1918,4,977066852
185,9,3,977066806
185,1687,3,977066806
185,153,3,977066806
186,2701,4,977060390
186,3176,4,977060357
186,3081,5,977060333
186,2395,5,977060333
186,2485,4,977060333
187,2546,4,977234770
187,2621,5,977234770
187,1907,3,977234770
187,2046,4,977234734
187,783,3,977234694
188,2987,4,1011464783
188,2600,3,1011464783
188,2701,2,1011464783
188,2702,4,1011464730
188,3384,5,1011464730
189,3452,5,977028933
189,1242,5,977028872
189,1090,5,977028856
189,2541,5,977028821
189,1704,5,977028800
190,891,3,977028539
190,1976,3,977028539
190,1977,3,977028539
190,611,3,977028539
190,1544,3,977028506
191,424,2,977099215
191,216,4,977099101
191,65,2,977099101
191,1732,5,977099083
191,2797,3,977099053
192,3949,5,1032750223
192,987,3,1027378820
192,3535,4,1027014866
192,3101,4,1027014845
192,1278,4,1026850506
193,2208,5,1035343533
193,1162,3,1035343533
193,1914,4,1035343497
193,1885,5,1035343497
193,1172,4,1035343455
194,69,4,977020089
194,2012,3,977020089
194,3809,3,977015224
194,237,5,977015209
194,1021,4,977015209
195,1356,2,1045358834
195,1374,3,1045358834
195,1375,2,1045358834
195,329,2,1045358834
195,2247,2,1045356507
196,1834,4,977005540
196,3546,3,977005540
196,2762,5,977005495
196,2952,4,977005495
196,903,4,977005465
197,2858,5,977029046
197,3538,5,977028998
197,3481,4,977004785
197,1393,3,977004480
197,412,2,977004480
198,3483,3,991439451
198,3752,4,991439451
198,3785,4,991439451
198,2723,4,983122827
198,2126,3,983043265
199,2597,4,977006441
199,3208,4,977006421
199,2468,3,977006365
199,1393,4,977006344
199,3,3,977006289
200,2605,2,976958202
200,3408,5,976958202
200,2599,3,976958202
200,1911,2,976958156
200,2759,2,976958156
201,3901,4,1010890585
201,3538,3,996978699
201,3408,4,996978642
201,3897,3,996978218
201,1958,5,996977991
202,2083,3,976941786
202,2092,2,976941672
202,2141,3,976941635
202,2085,3,976941618
202,1022,3,976941618
203,3502,1,976929605
203,3262,2,976929595
203,2431,4,976929581
203,2541,4,976929581
203,455,1,976929581
204,266,4,987434992
204,3448,5,983857335
204,2016,3,983857225
204,1378,4,983857199
204,2478,3,983857199
205,1617,5,976923910
205,1267,3,976923897
205,943,5,976923897
205,3196,3,976923897
205,318,5,976923897
206,1196,5,976921300
206,1274,5,976921300
206,924,3,976921300
206,2571,5,976921300
206,3471,4,976921300
207,3484,1,976917582
207,2399,4,976917571
207,3354,3,976917571
207,804,4,976917556
207,3513,4,976917542
208,2181,3,1004229253
208,908,4,1004229186
208,1288,3,1004229143
208,2687,4,1004229001
208,1409,2,1004228949
209,2336,3,976911810
209,2434,3,976911810
209,233,4,976911810
209,2599,2,976911810
209,2828,2,976911810
210,181,2,977101164
210,393,2,977101164
210,1556,2,977101105
210,1562,4,977101105
210,2720,3,977101105
211,1977,2,976908145
211,891,3,976908132
211,611,4,976908132
211,240,4,976908105
211,1976,2,976908105
212,1729,3,976946439
212,608,3,976946420
212,3360,4,976946401
212,908,4,976946364
212,917,4,976946364
213,1680,4,976900497
213,2431,5,976900426
213,440,4,976900426
213,1580,4,976900398
213,2622,4,976900379
214,1707,1,976901850
214,3180,2,976901800
214,487,1,976901800
214,2720,2,976901761
214,1410,3,976901745
215,356,5,979174998
215,1,4,979174987
215,2021,5,977099350
215,1094,2,977099316
215,3793,5,977099259
216,861,2,976871584
216,2115,2,976871584
216,647,3,976871537
216,938,3,976871537
216,2527,2,976871537
217,2302,4,976856730
217,2763,5,976856632
217,3354,2,976856619
217,3484,1,976856619
217,3745,5,976856619
218,3889,3,990465484
218,3827,1,990465431
218,3901,3,990465401
218,3893,5,990465369
218,3317,4,990465369
219,2763,3,976838642
219,2396,5,976838604
219,2762,5,976838604
219,1513,2,976838582
219,785,4,976838506
220,2912,5,976998661
220,296,5,976998648
220,318,5,976998594
220,527,5,976998594
220,2628,4,976998389
221,3081,5,976835274
221,407,3,976835274
221,1407,4,976835244
221,1645,3,976835244
221,3499,4,976835244
222,1466,5,976835107
222,3513,2,976835107
222,3481,4,976835086
222,3555,4,976835086
222,551,4,976835086
223,661,2,976906963
223,364,5,976906951
223,2126,1,976906915
223,1892,3,976906905
223,2338,3,976906758
224,3536,3,993071690
224,1885,2,993071690
224,3671,4,993071675
224,1916,2,993071665
224,2243,4,993071595
225,2291,4,977257414
225,1845,2,977257414
225,392,2,977257414
225,1183,3,977257397
225,3078,3,977257397
226,2739,4,976830818
226,1246,5,976830818
226,2716,4,976830792
226,1307,5,976830792
226,1186,3,976830774
227,2693,4,976830283
227,2840,2,976830264
227,2841,4,976830264
227,2396,2,976830241
227,2762,5,976830241
228,3952,5,993150525
228,3879,2,991622423
228,3355,4,989595202
228,3409,5,989594737
228,3745,4,989594678
229,2839,5,1046325855
229,3089,4,1046325739
229,1097,3,1039506173
229,595,4,1039506145
229,1224,4,1039506058
230,3579,4,976825848
230,3598,5,976825777
230,3786,4,976825736
230,3794,3,976825717
230,3623,5,976825717
231,1974,3,1043295045
231,1975,2,1043295045
231,1976,1,1043295045
231,1977,1,1043295045
231,1978,2,1043295045
232,2539,3,976812993
232,2567,1,976812980
232,1414,4,976812965
232,1377,3,976812965
232,1701,3,976812965
233,381,4,976794992
233,590,4,976794966
233,1704,5,976794966
233,2501,5,976794938
233,150,5,976794938
234,1401,4,979271223
234,253,4,979271008
234,1672,5,979270981
234,805,5,979270956
234,1293,5,979270877
235,1834,4,1018414348
235,2573,4,1018414309
235,1966,5,1018414309
235,988,4,1018414285
235,1236,5,1018414285
236,163,3,976766341
236,3527,4,976766341
236,2916,3,976766341
236,2000,3,976766341
236,2872,4,976766341
237,2081,4,1043436812
237,2648,3,1036202210
237,2454,3,1036202182
237,3686,4,1028571777
237,1012,4,1028571505
238,3420,4,976767198
238,3379,5,976767198
238,1061,3,976767198
238,1860,2,976767175
238,3723,3,976767175
239,58,5,1042483569
239,3006,4,1042483266
239,318,5,1041636948
239,1267,3,1041636917
239,17,3,1041525075
240,3418,3,976757803
240,1909,3,976757803
240,1704,3,976757724
240,1584,3,976757724
240,2359,4,976757671
241,2278,4,976754257
241,21,5,976754257
241,2916,3,976754257
241,1112,4,976754257
241,6,2,976753765
242,3481,2,992143504
242,919,2,990664926
242,3275,4,989003853
242,3000,4,982725424
242,429,2,981947988
243,2174,2,976750144
243,1968,3,976750144
243,2716,5,976749531
243,1270,4,976749516
243,2918,3,976749516
244,910,4,976804375
244,296,5,976804375
244,1213,4,976804375
244,1234,5,976804375
244,858,5,976804331
245,1422,3,976830540
245,1018,3,976830540
245,1732,3,976830503
245,931,3,976830413
245,1625,3,976830413
246,1073,5,976728718
246,2078,3,976728703
246,2080,3,976728703
246,2791,5,976728639
246,585,3,976728622
247,3198,5,976728574
247,1097,3,976728574
247,2739,5,976728544
247,778,3,976728500
247,34,5,976728462
248,3863,3,978409975
248,3755,4,978409936
248,3300,4,978409896
248,3510,5,978409896
248,1997,5,978409896
249,2580,5,976730743
249,2861,5,976730724
249,2605,4,976730707
249,2881,4,976730666
249,1093,5,976730666
250,3452,4,976724609
250,1976,3,976724516
250,1544,4,976724500
250,2792,3,976724477
250,3286,2,976724460
251,3916,4,977162210
251,2058,4,976716675
251,6,5,976716675
251,1408,5,976716675
251,1047,3,976716675
252,2723,3,976689213
252,1777,4,976689124
252,231,4,976689097
252,2335,2,976689069
252,216,5,976689055
253,1929,4,977006089
253,18,1,976688640
253,2704,1,976688550
253,3006,4,976688338
253,3007,4,976688338
254,3916,5,976682263
254,3932,4,976682236
254,1321,4,976682236
254,1329,3,976682218
254,1333,5,976682218
255,1591,4,976683930
255,173,3,976683930
255,1037,4,976683904
255,1544,4,976683891
255,3697,3,976683891
256,736,3,976678430
256,2105,4,976678430
256,1371,4,976678407
256,1792,3,976678407
256,479,3,976678407
257,1517,5,976673514
257,2321,4,976673500
257,104,5,976673500
